Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Posture
0.99,0.06,-0.13,-1.89,-2.56,-11.47,42.83,-7.43,9.92,4
1.00,0.07,-0.12,-1.40,-3.72,-6.29,43.48,-6.52,10.47,4
0.99,0.05,-0.11,15.20,-6.35,-3.91,43.82,-6.07,9.18,4
0.99,0.05,-0.10,32.96,-6.47,-9.03,44.75,-5.69,8.94,4
0.95,0.02,-0.10,36.13,-0.67,-10.93,44.86,-5.22,7.18,4
1.02,0.03,-0.09,28.02,4.09,5.80,45.19,-4.35,6.48,4
1.03,0.04,-0.06,23.86,-2.99,7.45,44.86,-5.96,3.85,4
0.97,0.04,-0.08,31.74,-9.77,8.12,43.97,-6.20,2.93,4
0.99,0.03,-0.09,20.32,-10.50,-8.24,43.88,-6.65,1.55,4
1.05,0.09,-0.04,20.32,-10.07,6.16,44.51,-5.97,1.43,4
0.99,0.16,0.01,15.38,-7.81,3.72,44.36,-6.46,-0.65,4
0.93,0.07,0.02,23.32,-3.23,-5.55,44.48,-6.36,-3.48,4
1.01,-0.04,-0.00,37.60,14.95,-23.80,44.92,-4.72,-3.80,4
1.05,0.01,-0.06,36.68,8.48,-9.89,45.06,-3.69,-4.76,4
1.00,-0.05,-0.04,4.88,3.91,-2.20,45.76,-3.33,-3.98,4
0.99,0.08,-0.05,7.32,1.65,0.67,44.86,-3.30,-3.71,4
0.98,0.01,-0.05,15.75,1.89,-2.99,44.80,-3.48,-6.40,4
1.00,-0.05,-0.06,5.55,2.20,-12.02,45.00,-2.42,-5.36,4
1.02,-0.03,0.00,-21.30,-3.85,0.43,45.62,-1.92,-4.10,4
0.99,-0.03,-0.05,-20.94,-4.58,6.53,44.95,-2.67,-5.54,4
1.00,-0.01,-0.03,-25.09,-7.26,6.29,44.34,-3.75,-5.00,4
1.00,0.07,-0.02,-6.71,6.53,0.55,44.57,-4.66,-3.26,4
1.00,0.03,-0.02,-10.56,3.36,-13.61,44.49,-5.24,-4.49,4
1.02,-0.06,-0.03,14.16,2.38,-16.91,45.73,-4.97,-4.42,4
1.05,0.01,-0.01,-30.33,1.95,-9.70,45.91,-3.76,-4.54,4
1.00,-0.05,-0.05,-27.59,-5.68,2.56,45.81,-3.54,-3.36,4
1.00,-0.06,-0.04,-13.55,-2.08,5.55,45.90,-4.52,-2.54,4
1.00,-0.03,-0.04,-23.68,0.37,0.92,45.70,-4.37,-1.40,4
1.00,-0.01,-0.01,-44.68,-2.01,12.57,46.20,-4.43,-0.16,4
1.02,0.01,-0.05,-26.43,-7.14,6.29,45.61,-5.52,0.66,4
1.00,-0.03,-0.01,-14.95,-3.11,13.31,45.13,-5.63,0.66,4
0.99,0.01,0.01,-18.55,1.04,9.58,44.93,-6.37,1.59,4
0.98,-0.04,-0.01,-17.09,-0.85,-10.01,44.17,-6.40,2.86,4
0.99,-0.00,0.00,-27.95,-4.58,18.31,44.57,-6.43,3.43,4
0.99,0.10,0.00,-18.43,-2.75,14.47,44.60,-6.80,4.66,4
0.98,0.06,0.02,-23.32,-13.73,-2.99,44.63,-8.00,4.14,4
0.99,0.09,0.00,-27.65,2.08,-7.51,44.52,-7.25,5.18,4
0.97,0.04,0.01,-40.83,11.60,1.28,45.20,-6.97,5.03,4
0.98,0.04,-0.02,-21.85,0.67,-12.02,45.12,-6.74,7.15,4
1.03,-0.00,-0.04,2.44,5.31,-28.02,45.80,-4.92,8.40,4
1.05,-0.02,-0.04,-14.04,7.14,-0.18,46.51,-2.65,9.22,4
0.98,-0.01,-0.03,-27.53,7.93,27.59,45.42,-4.88,11.47,4
0.98,0.03,-0.09,-24.72,15.56,14.71,45.28,-4.99,11.47,4
1.00,0.02,-0.10,-38.45,-7.81,-12.57,44.04,-5.18,12.93,4
0.95,0.02,-0.13,-25.45,3.23,0.43,44.79,-3.71,14.65,4
0.98,0.04,-0.10,-15.32,-2.50,-2.38,45.26,-2.71,15.21,4
0.99,-0.01,-0.07,-24.11,1.77,11.23,44.65,-3.08,16.54,4
1.02,0.01,-0.11,-19.96,-0.79,-13.24,43.95,-2.26,17.81,4
0.99,-0.02,-0.10,40.59,-3.17,-17.52,44.35,-1.38,16.81,4
1.00,-0.02,-0.10,78.12,-3.17,-15.01,45.00,-3.37,14.62,4
1.04,-0.08,0.00,40.22,-17.21,0.61,45.36,-4.50,11.43,4
1.00,-0.03,-0.06,-27.59,12.82,28.56,45.26,-4.04,11.34,4
0.99,0.02,-0.06,-70.31,2.87,13.18,44.02,-5.09,14.48,4
1.00,0.05,-0.13,-14.95,-0.49,-7.93,43.75,-3.58,17.92,4
0.98,0.02,-0.14,76.42,-12.02,-16.48,44.46,-3.30,16.00,4
0.95,-0.03,-0.04,124.02,4.52,-14.47,44.80,-3.28,12.67,4
0.95,-0.03,-0.07,56.70,-4.39,21.91,44.80,-5.69,8.47,4
1.02,-0.02,-0.08,66.71,-1.77,-5.00,44.89,-7.02,4.70,4
1.04,0.05,-0.07,62.62,-1.10,-0.12,44.86,-6.05,2.27,4
1.00,0.07,-0.04,55.05,4.15,-10.01,44.20,-5.69,1.25,4
0.94,-0.07,-0.04,56.58,-12.94,-6.29,44.64,-4.70,-2.47,4
1.00,0.03,0.02,23.07,-0.67,-1.46,44.29,-3.33,-5.09,4
1.04,0.01,-0.04,53.16,-8.67,-3.60,45.13,-2.65,-5.32,4
1.03,0.03,-0.02,54.93,3.36,3.05,44.64,-1.93,-8.04,4
1.02,0.00,0.01,65.67,-9.83,22.22,45.42,-0.99,-9.99,4
0.99,0.15,0.10,80.75,-16.66,21.42,42.98,-1.95,-14.09,4
0.96,0.10,0.11,70.92,-9.46,32.71,42.64,-1.03,-15.95,4
0.94,0.13,0.12,48.34,-9.28,18.80,42.26,-0.48,-17.43,4
0.99,0.10,0.05,45.84,4.82,6.29,41.26,1.42,-19.89,4
1.00,0.12,0.06,33.45,3.36,2.93,41.46,2.55,-21.68,4
0.97,0.14,0.09,29.05,-7.75,7.39,41.37,4.19,-22.02,4
0.97,0.15,0.06,23.80,4.76,0.06,41.11,4.75,-22.84,4
0.96,0.09,0.13,24.60,10.25,-2.81,42.26,7.01,-22.53,4
0.99,0.09,0.08,26.06,-1.95,1.59,42.81,7.79,-21.74,4
0.96,0.10,0.13,16.54,0.43,-12.63,43.02,9.84,-22.24,4
0.97,0.05,0.10,20.94,0.67,-1.71,42.43,11.19,-21.72,4
1.03,0.10,0.11,24.48,21.42,0.73,43.09,12.33,-21.75,4
1.01,0.11,0.06,-6.10,-5.98,-2.14,43.35,12.68,-21.07,4
0.98,0.04,0.08,7.39,-3.85,2.81,43.58,12.82,-21.26,4
0.98,0.11,0.14,3.30,-9.16,-4.27,43.42,12.73,-20.54,4
1.02,0.10,0.08,6.41,-8.12,-24.05,42.63,12.88,-22.08,4
0.97,0.06,0.11,24.48,4.58,2.44,42.26,14.86,-22.80,4
0.93,0.02,0.16,6.29,0.67,10.13,42.64,14.94,-22.34,4
0.98,0.06,0.09,11.96,-0.31,18.31,42.82,14.50,-22.45,4
0.99,0.12,0.13,7.39,-2.08,4.33,43.09,14.82,-22.22,4
0.95,0.09,0.15,44.56,-1.46,-0.67,42.82,15.30,-20.95,4
0.97,0.09,0.17,44.62,-12.70,-1.77,42.42,18.60,-22.42,4
1.04,0.02,0.22,7.26,1.34,2.14,41.76,21.14,-23.03,4
1.00,0.10,0.17,8.36,5.68,5.62,41.42,20.10,-23.60,4
0.98,0.08,0.20,37.84,18.07,11.60,42.55,21.07,-21.50,4
0.98,0.05,0.17,11.72,7.08,-2.81,43.10,22.19,-20.25,4
0.99,0.07,0.14,-4.58,-1.28,-6.59,43.98,22.36,-19.02,4
1.00,0.03,0.17,-18.62,0.61,-9.34,43.24,23.27,-19.58,4
0.99,0.06,0.15,-49.13,5.25,-3.36,43.62,22.36,-19.40,4
0.99,0.07,0.11,-45.53,2.01,-4.39,43.76,20.47,-19.08,4
0.98,0.08,0.12,-36.44,-4.21,3.23,42.61,17.80,-20.91,4
1.00,0.10,0.11,-33.75,2.08,-2.81,42.96,17.04,-21.98,4
0.99,0.10,0.07,14.22,-1.04,2.01,42.69,15.56,-21.14,4
0.98,0.09,0.09,61.28,3.23,-1.16,43.14,17.47,-21.59,4
0.98,0.05,0.19,61.65,2.32,-2.14,43.44,20.90,-19.32,4
1.00,0.06,0.11,37.17,2.62,4.09,43.71,21.53,-19.01,4
1.01,0.06,0.13,33.87,0.92,0.73,43.32,23.69,-18.91,4
0.96,0.03,0.14,37.29,6.10,-0.18,43.57,25.33,-17.31,4
0.99,0.00,0.14,16.42,-0.61,-9.09,44.06,27.03,-16.56,4
0.98,-0.01,0.14,2.32,-1.16,5.00,43.70,27.69,-17.03,4
0.97,0.05,0.11,0.43,5.62,6.29,43.68,26.14,-16.37,4
0.98,0.05,0.09,22.22,2.69,-1.89,44.89,26.59,-15.61,4
1.00,0.05,0.10,33.69,3.78,-0.61,44.57,27.00,-12.81,4
0.99,0.03,0.11,44.43,5.98,4.64,45.01,27.62,-14.45,4
0.98,0.04,0.10,42.11,4.46,2.01,45.17,28.14,-12.05,4
1.02,0.03,0.09,36.93,-0.73,0.31,45.62,29.74,-11.17,4
1.00,0.01,0.12,62.38,-6.10,-4.82,45.61,31.43,-7.89,4
1.00,-0.01,0.13,52.80,4.46,-0.61,45.86,33.53,-6.26,4
1.00,-0.03,0.09,14.22,5.07,1.95,45.65,33.29,-5.13,4
0.97,0.02,0.11,0.49,6.53,9.58,45.74,33.28,-4.82,4
0.97,0.04,0.11,8.00,2.01,9.22,46.22,33.50,-4.88,4
0.96,0.01,0.11,56.76,4.64,6.10,46.36,32.81,-3.96,4
1.00,0.02,0.06,70.25,0.92,19.65,46.97,32.01,-1.92,4
0.97,0.13,0.08,48.16,-8.73,9.89,47.52,32.17,1.28,4
1.05,0.08,0.11,15.50,-7.26,-18.37,47.71,31.64,1.97,4
1.06,0.11,0.10,2.75,-1.28,0.12,47.55,33.33,1.06,4
0.98,-0.13,-0.22,-74.46,-8.42,8.91,47.01,33.23,1.53,4
1.01,0.27,0.32,-109.92,-19.53,34.24,47.08,28.76,-4.74,4
0.86,0.18,0.14,-26.00,3.42,-9.22,47.44,28.02,-6.29,4
1.04,0.37,0.18,78.12,28.08,-5.55,47.64,27.95,-4.93,4
0.97,0.14,0.07,-7.63,13.00,-5.00,47.68,29.39,-1.59,4
0.94,0.12,0.05,41.08,5.43,-15.38,47.39,30.19,-0.40,4
0.95,0.14,0.09,-0.43,-3.48,-0.31,47.80,31.35,0.32,4
0.98,0.11,0.06,20.57,1.46,-6.59,47.66,32.41,1.59,4
1.01,0.10,0.07,32.78,-8.24,-3.17,47.55,31.92,1.92,4
0.96,0.12,0.13,26.12,-18.07,-25.82,47.55,32.90,0.11,4
0.96,0.01,0.18,32.90,-15.08,-7.57,46.55,34.56,0.28,4
1.12,0.06,0.20,10.56,-5.25,9.77,47.23,33.61,1.22,4
1.04,0.07,0.13,17.21,0.43,25.63,47.28,33.04,1.04,4
0.98,0.14,0.09,-0.73,-29.24,24.11,47.20,31.02,1.57,4
0.86,0.02,0.27,7.75,-16.17,-3.05,46.80,29.17,-0.54,4
0.96,0.09,0.22,13.37,2.38,-5.25,47.09,30.75,-0.22,4
0.96,0.11,0.19,7.87,13.12,4.03,46.53,30.70,0.15,4
0.96,0.10,0.19,16.48,-1.59,3.17,46.68,30.20,1.10,4
1.04,0.09,0.19,12.08,7.08,-13.49,47.08,31.12,1.95,4
0.91,0.09,0.20,23.50,-0.92,13.55,46.56,30.44,2.69,4
0.96,0.07,0.21,12.33,8.54,-9.03,46.59,30.22,2.67,4
1.03,0.14,0.16,1.83,8.48,-14.77,46.58,30.51,3.02,4
1.04,-0.02,0.21,-6.35,5.86,-36.93,46.56,32.67,3.44,4
0.87,0.02,0.18,7.02,16.36,48.58,45.97,33.44,3.42,4
0.95,0.08,0.12,6.10,14.65,20.02,47.17,31.03,7.35,4
1.02,0.02,0.14,4.52,12.94,-0.18,47.28,30.05,6.34,4
0.98,0.08,0.14,10.68,0.06,14.16,47.44,30.10,8.23,4
1.00,0.12,0.12,14.40,10.68,1.53,46.97,29.11,8.42,4
0.96,0.09,0.09,22.64,11.11,-12.33,46.67,29.02,9.53,4
0.99,0.09,0.08,24.17,0.18,-21.61,47.02,29.93,10.24,4
1.01,0.02,0.06,22.34,-4.88,-13.37,46.46,31.10,10.90,4
1.01,0.02,0.12,25.15,1.71,-2.44,46.14,31.47,11.32,4
0.96,-0.01,0.11,22.83,-10.31,-7.08,46.17,30.79,12.28,4
0.98,-0.05,0.13,24.90,-5.13,-5.86,46.30,31.10,10.35,4
0.98,-0.07,0.14,20.81,8.24,0.73,45.84,31.34,10.45,4
0.97,-0.05,0.13,6.29,-18.74,7.69,46.12,31.05,12.16,4
1.01,-0.04,0.16,-8.18,-17.33,-3.36,46.13,30.25,10.58,4
0.99,-0.05,0.18,11.35,-4.27,-3.66,46.57,30.36,10.28,4
1.00,-0.04,0.23,11.47,-9.83,3.48,46.42,30.32,8.09,4
0.96,-0.05,0.25,-20.02,-12.82,-2.69,47.31,29.86,8.29,4
0.97,-0.01,0.21,-52.19,-5.98,9.16,47.09,30.07,5.82,4
1.02,0.04,0.19,-34.48,-2.38,-4.39,47.19,29.65,4.80,4
1.03,0.01,0.23,-22.46,3.54,-25.02,46.67,30.99,6.09,4
0.95,-0.07,0.26,-15.26,3.66,-17.70,46.31,33.17,2.70,4
0.96,-0.07,0.24,-0.98,-0.43,-2.38,45.72,33.52,3.44,4
0.96,-0.07,0.26,0.49,-0.61,-5.25,45.64,33.98,2.59,4
0.96,-0.10,0.25,-14.95,-0.43,-12.45,45.01,34.46,4.49,4
1.00,-0.04,0.23,-41.99,12.39,-22.58,45.09,35.44,3.47,4
0.97,-0.09,0.23,-46.81,-1.34,-6.04,44.38,36.87,2.09,4
0.96,-0.00,0.23,-46.26,-8.30,-0.24,44.09,37.18,0.17,4
0.96,-0.05,0.28,-9.70,4.58,0.55,43.43,36.95,-1.51,4
0.94,-0.05,0.26,15.38,9.95,16.85,43.53,35.86,-1.46,4
0.94,-0.02,0.28,26.92,-3.36,4.64,45.15,35.01,-0.17,4
0.97,-0.03,0.20,30.82,15.50,6.53,44.90,34.38,0.67,4
0.96,-0.09,0.21,15.50,3.54,-1.59,44.87,33.70,1.93,4
1.00,-0.04,0.21,22.83,-3.11,2.38,45.25,34.29,3.14,4
1.01,-0.05,0.19,23.62,8.24,10.50,45.80,33.33,4.24,4
0.94,-0.02,0.18,21.91,5.43,10.31,45.52,32.74,4.50,4
0.94,-0.03,0.21,17.94,-1.71,2.26,45.92,31.85,6.14,4
1.00,-0.05,0.21,-12.02,-3.36,22.83,46.28,31.04,6.01,4
1.04,0.00,0.18,-2.87,-6.23,-6.23,46.63,30.60,5.15,4
1.00,0.00,0.18,27.40,-16.60,6.23,46.04,30.30,4.08,4
0.99,0.03,0.24,53.65,-0.06,29.17,46.30,29.47,5.46,4
1.00,0.04,0.21,64.15,3.54,26.73,46.08,26.98,7.73,4
0.88,-0.07,0.29,30.94,-6.90,1.22,46.77,24.26,7.29,4
0.98,0.07,0.24,5.92,-0.49,-6.65,46.61,24.73,9.00,4
0.90,0.07,0.13,8.67,-14.71,-2.50,46.46,25.88,8.42,4
0.98,0.04,0.26,14.53,-3.54,-3.54,46.30,25.89,7.43,4
0.99,0.05,0.24,16.66,3.91,11.47,45.56,25.51,7.60,4
0.96,0.04,0.27,34.79,-4.46,29.05,46.85,22.97,9.28,4
0.93,0.02,0.30,15.20,-1.40,12.39,46.73,21.68,7.71,4
0.99,0.03,0.26,0.49,2.75,-18.37,46.14,21.58,9.75,4
1.00,-0.02,0.29,-9.64,-1.95,-18.55,45.59,23.36,8.18,4
0.97,-0.04,0.28,-6.84,-4.76,-31.01,45.68,24.27,6.99,4
0.96,-0.03,0.30,4.70,-1.77,13.24,45.68,26.95,7.95,4
0.93,0.04,0.24,17.27,4.94,18.68,45.03,25.49,8.46,4
0.97,-0.02,0.28,21.97,7.32,18.55,45.54,23.82,8.64,4
0.98,0.02,0.24,21.85,5.19,7.81,45.64,22.85,9.40,4
0.97,0.03,0.28,7.93,1.65,11.84,45.70,21.15,10.53,4
0.91,0.02,0.27,-18.68,0.37,-14.04,46.22,20.98,10.73,4
0.98,0.00,0.22,-42.91,-5.19,-15.81,45.74,22.74,11.08,4
0.96,0.04,0.22,-26.18,-5.07,-12.33,45.67,24.11,9.55,4
1.01,-0.04,0.27,-5.98,-0.06,-20.14,45.56,24.94,8.95,4
0.97,-0.02,0.24,-4.21,-3.48,-9.22,45.00,27.14,8.65,4
0.97,-0.03,0.26,4.88,-1.53,1.28,45.04,27.60,7.19,4
0.99,-0.03,0.27,22.64,16.78,12.39,45.30,25.89,10.71,4
0.97,-0.01,0.26,21.67,-3.11,5.68,45.70,25.24,10.28,4
0.98,-0.03,0.24,20.87,0.92,-2.50,45.56,25.13,11.11,4
0.97,-0.02,0.22,6.53,1.65,9.58,44.93,23.66,12.72,4
1.01,-0.05,0.22,5.13,4.52,0.55,45.53,23.67,11.78,4
0.97,-0.03,0.23,8.61,1.77,-2.01,45.45,23.54,11.34,4
0.98,-0.05,0.22,19.41,0.79,-1.46,45.23,23.88,12.78,4
0.97,-0.05,0.21,19.29,0.18,1.28,45.75,23.51,12.16,4
0.97,-0.03,0.19,-3.30,1.71,2.50,45.84,23.40,12.27,4
0.97,-0.02,0.21,6.71,-1.04,7.20,46.09,22.67,13.75,4
0.98,-0.03,0.21,19.53,0.18,5.86,45.61,22.16,12.66,4
0.95,-0.01,0.19,46.88,9.70,14.53,45.97,20.35,13.33,4
0.99,-0.03,0.17,41.08,9.40,6.41,45.96,17.77,14.67,4
0.98,-0.00,0.12,40.89,8.67,-0.43,45.91,17.36,14.66,4
1.00,-0.02,0.10,61.04,14.77,20.94,45.43,16.14,15.27,4
1.02,-0.01,0.11,48.28,12.45,10.19,45.42,13.33,16.89,4
1.00,-0.02,0.11,38.88,2.14,-2.87,45.15,11.69,18.23,4
0.98,-0.01,0.11,19.41,-6.90,0.61,44.90,11.24,15.70,4
0.98,-0.00,0.12,-25.27,-5.92,6.16,44.78,10.28,16.52,4
0.97,0.00,0.12,-13.37,-2.99,0.98,45.51,10.79,17.05,4
1.00,-0.00,0.13,-0.55,-3.91,-0.61,45.69,11.57,16.66,4
1.00,-0.00,0.14,14.77,-0.98,0.73,45.50,10.58,17.48,4
0.98,0.01,0.14,-10.86,-2.62,12.51,45.15,10.03,16.67,4
0.98,0.02,0.14,-10.25,2.75,11.47,45.50,8.78,16.83,4
0.99,0.05,0.12,-4.39,6.23,9.16,45.30,8.37,17.60,4
0.99,0.06,0.12,-17.52,2.01,-3.11,44.98,8.67,18.49,4
0.99,0.05,0.11,-29.48,-0.37,-15.26,45.39,9.20,17.70,4
1.02,0.03,0.11,-19.35,0.98,-4.03,45.24,11.45,18.09,4
1.01,0.03,0.12,20.14,-1.40,0.55,45.03,11.17,18.18,4
1.00,0.02,0.12,42.85,-0.79,8.61,45.00,10.30,17.00,4
1.00,0.04,0.12,24.11,-3.91,11.41,44.79,9.09,16.26,4
0.99,0.05,0.12,-11.96,-0.31,-1.83,44.80,8.18,17.11,4
1.00,0.06,0.10,-9.83,0.31,3.17,45.31,8.59,16.75,4
0.98,0.06,0.12,-17.15,-2.20,0.61,45.24,8.61,16.24,4
0.99,0.07,0.13,-18.74,-2.99,-1.83,44.79,8.36,16.21,4
0.97,0.07,0.15,-24.48,-2.01,-7.39,45.36,9.63,18.12,4
0.99,0.05,0.13,-11.23,-5.55,-5.07,44.81,10.53,17.38,4
1.00,0.05,0.16,9.16,-5.80,-1.16,45.14,11.24,17.98,4
0.97,0.05,0.16,35.95,-5.49,9.58,45.57,10.96,16.56,4
0.98,0.06,0.15,42.85,3.23,6.23,45.32,8.51,16.02,4
