Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Posture
0.03,1.00,0.07,-2.20,18.19,7.45,21.91,-25.95,1.66,3
0.01,0.97,0.09,-1.16,7.69,2.56,22.57,-26.79,2.61,3
0.03,0.98,0.10,4.09,2.50,-1.46,22.38,-26.33,3.14,3
0.03,0.97,0.10,3.11,4.33,-1.40,22.45,-26.27,2.54,3
0.03,0.98,0.09,3.60,2.50,-4.46,23.00,-25.99,2.26,3
0.03,1.00,0.10,-2.87,5.86,0.37,22.52,-26.27,2.64,3
0.03,0.98,0.10,-0.49,2.56,-1.16,22.74,-25.90,2.48,3
0.06,0.98,0.11,-2.93,8.42,-0.73,22.77,-26.09,3.71,3
0.03,0.96,0.09,-3.72,6.65,-0.24,22.78,-25.76,3.59,3
0.05,0.99,0.09,-0.31,2.14,-3.60,23.11,-25.89,3.80,3
0.07,0.99,0.09,0.06,2.87,-0.85,23.47,-26.07,4.70,3
0.06,0.98,0.10,0.18,5.68,3.17,24.05,-26.18,3.94,3
0.05,1.00,0.08,1.34,5.31,0.06,23.83,-25.79,4.69,3
0.04,0.96,0.10,2.20,3.54,-0.61,23.77,-26.03,5.08,3
0.06,0.97,0.11,-0.06,-0.06,-2.01,23.28,-25.27,4.97,3
0.06,1.00,0.08,1.34,-15.14,-10.44,23.44,-25.76,3.88,3
0.08,0.98,0.11,0.12,-22.95,-7.39,25.12,-25.27,3.72,3
0.09,0.99,0.13,3.23,-12.76,-2.81,25.17,-25.63,2.21,3
0.08,0.97,0.14,-2.32,8.97,7.45,25.63,-25.43,2.36,3
0.06,0.99,0.11,2.14,17.88,5.62,24.29,-25.70,3.12,3
0.05,0.96,0.11,2.38,2.93,-2.32,24.16,-25.56,3.03,3
0.06,0.97,0.11,1.83,-5.13,-6.59,24.16,-25.16,3.88,3
0.08,0.99,0.11,-0.55,-20.26,-6.47,25.28,-25.29,2.93,3
0.09,0.99,0.13,0.24,-21.67,-4.64,25.33,-24.73,1.64,3
0.08,0.97,0.15,-0.18,-18.80,-2.81,25.56,-25.57,0.93,3
0.09,1.00,0.11,0.49,-11.41,-1.10,25.50,-25.15,0.27,3
0.09,0.97,0.12,1.59,0.98,-1.16,25.32,-25.40,-0.11,3
0.09,0.97,0.15,1.65,6.16,2.38,25.57,-25.18,-0.81,3
0.07,0.98,0.14,-0.79,28.56,10.31,25.33,-24.84,-0.55,3
0.07,0.97,0.14,4.03,16.78,0.67,24.65,-25.15,1.21,3
0.07,0.99,0.13,1.40,6.16,0.61,25.05,-25.02,1.78,3
0.06,0.98,0.14,1.28,6.84,-1.04,24.11,-25.40,2.20,3
0.09,0.99,0.17,-0.73,14.16,-2.50,24.60,-25.55,2.55,3
0.08,0.98,0.13,-6.04,10.93,-1.22,24.65,-25.46,3.75,3
0.07,0.99,0.11,-0.37,11.29,2.14,24.24,-25.15,3.88,3
0.07,0.97,0.11,7.51,10.56,1.83,24.72,-25.43,4.71,3
0.09,0.97,0.17,8.00,11.35,2.01,24.39,-25.01,5.04,3
0.06,0.98,0.14,0.73,8.85,5.80,24.07,-25.62,5.00,3
0.06,0.96,0.16,-0.12,23.38,5.43,23.69,-25.67,4.32,3
0.06,0.97,0.16,2.01,24.11,-0.61,23.01,-26.22,6.45,3
0.08,1.00,0.14,-7.14,31.07,5.37,22.61,-26.12,7.17,3
0.04,0.96,0.13,-0.24,18.49,3.91,22.16,-26.60,7.39,3
0.05,1.01,0.12,-1.16,8.18,2.01,21.11,-26.54,9.19,3
0.07,1.00,0.12,-14.89,16.11,19.78,20.80,-27.10,9.17,3
0.02,0.96,0.11,-7.93,20.51,10.38,20.43,-27.36,9.06,3
0.02,0.99,0.08,1.83,21.73,-7.20,19.89,-26.92,11.90,3
0.03,1.00,0.06,-16.24,35.22,11.11,19.24,-26.53,11.45,3
0.02,0.97,0.06,2.81,24.23,-2.08,19.09,-26.55,13.87,3
0.02,0.99,0.07,2.08,35.10,12.15,18.33,-26.93,15.39,3
0.01,0.98,0.09,2.50,25.82,7.87,16.25,-27.16,15.12,3
-0.00,0.96,0.07,-10.68,26.18,15.87,14.92,-26.98,15.47,3
0.00,1.05,0.04,-9.89,18.31,-0.67,13.15,-27.04,16.56,3
-0.01,1.01,0.03,-2.56,13.12,-4.70,13.70,-27.26,16.80,3
0.00,1.00,0.04,3.60,10.50,-6.41,13.76,-26.57,17.79,3
0.02,1.00,0.04,4.15,13.55,-2.14,14.16,-26.49,17.00,3
0.03,1.00,0.06,3.23,11.72,-4.27,13.73,-26.87,18.20,3
0.04,0.97,0.07,-0.18,14.89,-7.02,13.70,-26.86,17.07,3
0.01,0.97,0.05,-7.63,2.26,1.59,13.78,-26.46,17.37,3
0.04,1.00,0.03,-4.94,-2.08,4.58,13.44,-26.48,20.03,3
-0.01,1.02,0.01,-2.50,-2.44,2.50,12.90,-27.04,17.98,3
0.03,0.99,0.03,4.39,24.48,4.33,12.66,-26.45,19.56,3
-0.01,0.99,0.03,0.73,15.56,-1.95,11.88,-26.76,18.71,3
0.04,0.97,0.05,0.43,23.38,3.05,12.00,-26.60,18.57,3
-0.00,1.02,0.00,-1.83,39.55,-3.72,11.13,-26.49,20.50,3
0.09,1.00,0.03,-0.37,29.79,-21.18,10.63,-26.86,19.43,3
0.13,1.00,0.03,-4.82,13.31,-12.33,12.83,-26.77,19.84,3
0.12,0.99,-0.01,-7.69,-4.76,2.20,13.78,-26.43,21.17,3
0.07,0.99,0.00,0.24,6.77,5.31,12.74,-26.11,21.19,3
0.12,1.01,0.02,7.08,20.75,-6.29,13.34,-25.83,20.84,3
0.13,0.98,0.02,-1.28,12.63,4.88,13.11,-26.39,21.91,3
0.08,0.99,0.00,4.64,17.82,6.04,11.23,-26.10,23.05,3
0.08,0.94,0.02,-5.62,17.15,5.37,10.30,-25.74,21.80,3
0.06,0.99,0.03,2.14,21.36,-7.57,9.95,-26.04,23.36,3
0.11,0.99,0.03,-7.26,23.68,-1.10,9.84,-26.21,23.43,3
0.14,1.03,0.01,2.75,8.42,-1.10,9.58,-25.99,23.14,3
0.11,0.98,0.01,-1.65,3.17,1.04,8.63,-26.22,23.11,3
-0.01,0.98,-0.01,0.85,2.44,21.97,8.22,-25.96,24.96,3
0.07,0.92,0.06,3.91,8.91,-9.28,7.53,-25.98,22.33,3
0.03,1.03,-0.01,-3.48,-3.72,7.14,7.95,-26.49,22.64,3
0.04,0.98,0.02,3.60,-16.17,0.24,7.37,-26.35,24.61,3
0.06,0.98,0.07,-0.49,-9.34,-10.19,7.31,-26.81,22.97,3
0.07,0.99,0.14,10.38,16.48,2.26,8.62,-26.99,23.22,3
0.06,1.00,-0.01,-11.54,40.41,-4.39,6.96,-26.90,22.53,3
0.12,0.98,-0.00,-5.86,13.18,-11.90,6.71,-26.42,23.01,3
0.09,1.01,0.01,2.14,-8.24,2.69,6.67,-26.11,23.44,3
0.09,0.98,0.04,5.98,5.92,4.70,6.64,-27.06,22.63,3
0.13,1.01,-0.02,0.49,24.60,2.81,5.90,-25.98,23.38,3
0.05,0.96,0.05,3.78,16.85,-0.06,5.13,-26.61,20.92,3
0.08,1.02,-0.07,-6.47,15.75,1.40,4.81,-26.51,23.38,3
0.07,1.00,0.04,0.98,8.42,-0.85,3.42,-26.76,23.97,3
0.11,0.99,0.03,3.91,14.53,1.34,3.26,-26.84,22.63,3
0.06,0.99,0.03,0.31,21.55,-0.24,2.78,-27.14,22.38,3
0.06,0.98,0.03,2.08,15.20,2.44,2.01,-26.61,23.10,3
0.05,0.98,0.04,0.00,10.50,0.31,1.12,-26.92,23.22,3
0.05,0.98,0.05,0.06,19.17,-1.46,0.79,-26.82,22.24,3
0.05,0.98,0.05,1.71,18.13,-2.50,0.63,-27.03,22.68,3
0.05,1.01,0.01,-1.16,6.47,-0.06,0.04,-27.04,21.91,3
0.07,1.00,0.01,-4.15,4.21,0.55,-0.27,-26.98,21.83,3
0.07,0.98,0.02,-3.30,3.91,15.01,-0.38,-25.96,22.39,3
0.05,1.00,0.02,-5.49,32.90,0.79,-0.49,-26.38,22.24,3
0.07,1.00,0.01,2.44,17.52,2.56,-1.62,-26.88,23.41,3
0.05,0.99,0.02,1.10,2.26,-1.77,-2.04,-26.68,22.22,3
0.07,0.99,0.02,0.92,-1.46,0.12,-2.28,-26.68,23.77,3
0.06,1.00,0.02,-2.01,-3.60,3.05,-2.26,-26.56,23.18,3
0.07,0.98,0.00,-4.52,-16.78,-0.92,-2.45,-26.55,23.66,3
0.06,0.98,0.02,-0.24,-37.05,1.16,-1.35,-26.04,24.34,3
0.04,1.00,0.02,-0.43,-20.81,-0.24,-0.71,-26.98,24.02,3
0.04,0.99,0.03,1.04,2.26,2.32,-0.37,-26.90,22.52,3
0.06,0.98,0.00,-1.77,3.23,-3.30,-0.70,-26.82,24.23,3
0.05,1.00,0.00,-0.24,10.44,0.00,-0.43,-26.49,23.78,3
0.04,0.98,0.01,-1.04,12.70,-3.17,-0.98,-26.09,23.54,3
0.06,0.99,0.02,-0.24,7.45,-1.71,-1.04,-26.39,22.91,3
0.07,0.98,0.01,-1.22,8.30,-2.69,-1.22,-26.37,23.01,3
0.06,0.97,0.01,-2.99,-2.20,-6.53,-1.31,-26.37,23.02,3
0.07,1.00,0.00,2.44,-8.61,-4.03,-1.01,-26.57,24.17,3
0.10,1.00,0.01,0.18,-20.69,-4.09,0.31,-26.68,23.58,3
0.10,0.98,0.00,-1.10,-0.24,0.43,1.14,-26.16,24.32,3
0.09,0.98,0.00,0.31,-8.91,1.77,0.70,-27.09,23.29,3
0.07,0.99,0.01,3.54,-23.56,2.14,1.93,-26.03,22.99,3
0.09,0.99,0.02,0.92,-14.71,3.48,1.45,-26.21,22.92,3
0.08,0.97,0.02,-2.08,9.28,2.81,1.95,-26.59,23.13,3
0.08,0.99,0.02,-0.67,18.37,-1.46,0.73,-26.18,23.72,3
0.07,0.99,0.02,-0.06,17.52,6.71,0.43,-26.44,23.27,3
0.06,0.99,0.01,-0.55,11.96,0.85,-0.81,-26.86,22.51,3
0.06,1.01,0.02,1.04,5.00,-0.55,-1.45,-26.59,21.90,3
0.06,0.99,0.02,2.56,-0.55,2.81,-1.62,-26.44,23.12,3
0.06,0.99,0.02,2.75,-2.56,-0.85,-1.57,-25.84,23.65,3
0.05,1.00,0.03,-2.38,-0.06,-4.21,-1.16,-27.12,21.12,3
0.08,0.99,0.04,1.95,-3.30,-0.18,-0.46,-26.35,22.02,3
0.12,0.97,0.00,-2.32,-6.47,-9.64,-0.81,-26.56,22.53,3
0.05,0.99,0.06,2.81,-31.49,3.91,0.52,-26.67,23.02,3
0.06,0.99,0.03,-2.81,-37.41,8.54,1.40,-26.51,21.74,3
0.01,0.93,0.03,0.31,-40.16,12.76,1.53,-27.27,22.35,3
0.02,0.98,0.06,-5.43,-55.05,6.29,2.20,-26.73,23.25,3
0.01,1.04,0.00,-11.23,-62.07,-1.34,3.27,-25.92,23.29,3
0.06,0.95,0.04,-3.78,-51.51,4.58,5.07,-26.75,22.61,3
-0.02,1.00,-0.01,-1.34,-5.80,1.34,4.15,-25.42,23.93,3
0.02,1.05,-0.03,-7.26,-44.19,3.36,4.96,-25.51,24.17,3
-0.00,0.95,-0.05,-9.58,-34.97,-23.74,5.60,-26.06,23.62,3
0.03,1.00,-0.06,9.03,-8.36,18.31,7.45,-25.89,22.22,3
0.01,0.98,-0.06,10.68,-6.04,0.85,6.62,-26.56,21.07,3
-0.01,0.96,0.01,0.73,-18.62,-1.77,7.39,-26.45,20.78,3
-0.03,1.01,-0.03,-3.72,-36.93,0.24,7.42,-26.51,20.68,3
-0.05,0.97,0.02,-11.90,-55.60,9.77,8.13,-26.68,20.01,3
-0.04,1.00,-0.04,-6.96,-41.02,8.97,9.17,-26.62,20.42,3
-0.05,0.97,-0.08,-5.00,-37.41,-0.43,9.30,-26.54,20.79,3
-0.00,0.98,-0.04,8.73,-41.32,9.40,10.24,-26.76,19.24,3
0.01,1.01,-0.02,-4.15,-39.73,-12.21,10.80,-27.03,18.40,3
0.03,0.98,-0.04,3.42,-17.82,-7.93,12.72,-26.94,18.40,3
0.02,0.99,-0.03,6.84,-22.52,-12.27,12.79,-27.67,16.72,3
0.06,0.97,0.01,9.58,-25.21,-12.82,14.89,-27.06,16.53,3
0.04,0.99,-0.03,1.46,-25.76,-1.59,16.82,-27.01,15.31,3
0.01,1.00,-0.02,3.91,-21.67,3.42,17.40,-26.82,13.46,3
0.08,1.00,0.05,16.48,-38.94,-3.66,17.35,-27.33,13.37,3
0.01,0.99,0.06,-0.12,-25.94,6.59,19.01,-27.69,9.92,3
0.03,0.92,0.11,8.73,0.67,0.43,18.43,-27.55,11.30,3
0.03,0.95,0.10,4.27,32.53,-8.97,18.47,-27.27,9.52,3
0.11,0.96,0.13,1.83,82.40,-6.84,18.99,-26.89,11.12,3
0.09,0.97,0.09,9.22,40.16,-13.67,17.22,-27.42,13.55,3
0.05,1.06,0.05,5.07,60.12,-11.17,18.07,-27.11,13.66,3
0.26,0.90,0.08,5.55,86.24,-49.07,18.60,-26.76,15.87,3
0.13,1.00,0.08,21.79,74.95,23.25,17.86,-26.72,16.25,3
0.13,0.95,0.17,2.01,82.21,26.06,14.11,-27.39,17.55,3
-0.01,1.09,-0.09,-14.65,101.50,27.28,8.62,-27.01,18.81,3
0.04,0.99,0.06,-24.17,130.25,-15.14,4.77,-26.44,20.41,3
0.13,0.94,-0.03,0.18,71.41,-16.54,3.48,-26.66,22.29,3
0.11,0.93,0.05,24.90,32.59,10.13,2.58,-26.64,21.51,3
0.12,0.96,0.06,16.17,26.55,-5.55,1.17,-27.69,17.88,3
0.13,0.97,0.06,9.09,29.36,-2.26,0.18,-27.67,17.92,3
0.14,0.97,0.06,-2.32,21.67,-1.40,0.26,-28.09,18.82,3
0.16,1.01,0.05,1.65,1.65,2.32,-0.61,-27.81,18.55,3
0.12,0.99,0.05,-13.43,-31.25,9.40,-1.10,-27.82,18.90,3
0.07,0.96,0.12,10.01,-41.32,13.92,-0.24,-27.26,19.35,3
0.08,0.99,0.07,5.86,76.29,-3.11,-0.89,-27.04,18.35,3
0.11,0.95,0.05,-14.47,58.04,3.91,-3.17,-27.43,18.52,3
0.12,0.98,-0.00,-10.93,26.00,-3.48,-3.74,-26.98,18.07,3
0.09,0.99,0.03,5.25,3.72,11.60,-4.93,-26.94,19.34,3
0.05,1.05,-0.07,-37.84,62.81,15.50,-5.36,-26.03,19.17,3
0.01,1.05,-0.06,24.54,38.51,13.12,-9.92,-25.38,20.54,3
0.04,1.01,-0.04,11.35,48.65,-4.70,-10.47,-26.56,19.17,3
0.06,0.99,0.00,2.75,44.56,-0.12,-11.71,-25.92,16.26,3
0.04,0.96,0.00,-3.36,42.11,1.22,-12.35,-26.42,14.99,3
0.11,1.05,0.01,28.38,31.07,2.14,-12.90,-26.38,15.25,3
-0.02,0.98,-0.02,-3.42,14.40,8.91,-14.42,-26.64,13.24,3
0.00,1.01,-0.03,8.36,7.20,-28.02,-14.50,-26.14,12.21,3
0.10,1.06,-0.05,0.85,18.31,-6.71,-12.39,-27.66,13.02,3
0.16,0.95,0.00,-0.61,35.34,-15.99,-11.98,-27.59,10.95,3
0.17,0.99,-0.01,4.03,21.30,2.26,-11.99,-27.54,9.11,3
0.15,0.97,0.01,6.23,42.60,26.06,-12.34,-27.54,8.90,3
-0.01,0.92,0.08,-2.32,8.91,25.39,-15.03,-26.95,7.32,3
0.04,1.06,-0.01,-5.31,26.25,-2.99,-15.36,-26.48,7.10,3
0.01,1.03,0.01,6.35,28.26,6.04,-16.13,-26.71,6.38,3
0.02,1.00,0.00,-2.26,26.12,-10.13,-16.14,-25.96,6.38,3
0.07,0.97,0.02,-19.10,35.52,-12.08,-14.56,-26.93,5.37,3
0.07,0.94,-0.01,-9.83,24.48,-6.29,-12.96,-27.45,5.13,3
0.09,0.99,-0.07,-8.18,22.16,-12.94,-12.83,-27.73,3.98,3
0.14,0.96,-0.06,3.36,15.26,-3.36,-12.32,-27.70,5.26,3
0.07,1.00,-0.05,1.77,19.96,4.76,-11.61,-27.58,3.98,3
0.15,1.01,-0.07,-1.89,14.22,-8.79,-11.27,-28.12,3.74,3
0.13,1.01,-0.05,6.71,14.89,0.55,-11.34,-28.11,3.28,3
0.12,0.99,-0.07,4.64,11.47,1.10,-12.39,-27.92,3.17,3
0.14,0.97,-0.09,1.22,11.78,-9.22,-11.58,-26.84,1.21,3
0.15,0.98,-0.07,1.53,2.62,0.85,-11.61,-28.12,1.88,3
0.11,0.97,-0.01,5.62,1.83,9.58,-11.93,-26.82,0.17,3
0.10,0.98,-0.02,-0.43,1.89,3.42,-12.27,-27.11,0.40,3
0.11,0.98,-0.04,-5.49,2.56,2.93,-12.78,-27.25,0.67,3
0.09,0.97,-0.02,2.87,-8.79,2.50,-13.13,-26.76,1.50,3
0.09,0.99,-0.04,4.39,-8.36,7.81,-13.71,-26.28,1.16,3
0.07,1.01,-0.00,5.55,-13.61,1.22,-14.20,-26.34,1.14,3
0.07,0.97,0.01,0.18,-12.21,-4.76,-14.50,-26.20,0.98,3
0.06,0.98,-0.00,0.18,-16.05,10.19,-14.48,-26.93,1.66,3
0.06,1.00,-0.01,-1.71,-11.11,6.16,-15.06,-26.10,1.55,3
0.03,1.00,-0.01,-0.85,-4.33,1.16,-15.49,-26.37,1.78,3
0.04,0.98,0.00,-2.20,-0.06,-1.59,-15.81,-26.37,0.40,3
0.05,0.98,-0.02,-3.97,-0.43,-3.72,-15.45,-26.06,1.87,3
0.06,1.00,-0.01,-2.32,0.85,-1.83,-15.34,-26.18,3.44,3
0.05,1.00,-0.01,-2.99,2.81,2.01,-14.88,-26.39,2.93,3
0.06,0.98,-0.02,-0.49,-9.83,-2.75,-14.98,-26.49,2.06,3
0.06,0.97,-0.02,-1.77,-21.67,3.97,-15.00,-26.61,4.16,3
0.05,0.96,-0.03,-6.35,-19.10,7.75,-16.16,-25.65,5.42,3
0.07,1.01,-0.05,-5.98,-17.76,0.92,-16.13,-25.95,4.32,3
0.05,1.02,-0.06,1.95,-20.32,1.95,-16.04,-25.42,6.34,3
-0.00,0.98,-0.03,7.20,-23.01,12.76,-17.00,-25.55,6.80,3
-0.03,0.98,-0.01,2.87,-11.23,7.93,-17.54,-25.20,6.92,3
0.04,1.01,-0.03,2.44,-16.36,-4.76,-16.94,-25.07,6.92,3
0.03,0.98,-0.02,14.22,-10.07,9.34,-17.41,-24.69,6.64,3
-0.03,0.97,0.03,14.89,-10.68,9.83,-18.48,-24.02,5.41,3
-0.05,0.96,0.03,-10.31,-9.83,-9.46,-18.52,-24.33,4.97,3
-0.00,0.99,0.02,-6.29,-13.85,-14.04,-16.44,-24.74,6.30,3
0.01,1.01,0.02,3.42,-16.97,-5.00,-16.16,-25.27,6.64,3
0.06,0.99,0.03,1.10,-21.42,-7.20,-15.17,-24.98,6.73,3
0.01,0.99,-0.00,0.49,-25.70,-0.37,-14.67,-25.37,7.89,3
0.01,0.96,0.02,-3.30,-16.54,14.53,-14.17,-25.43,9.33,3
0.04,0.99,-0.00,-8.00,-24.90,10.19,-14.72,-25.00,8.36,3
-0.03,0.98,0.03,-1.95,-12.94,6.04,-16.66,-24.85,10.34,3
-0.08,0.99,0.00,-2.01,-18.68,3.23,-15.97,-24.71,11.67,3
-0.05,0.96,-0.01,-4.46,-9.89,0.85,-15.10,-25.09,11.87,3
-0.04,0.99,-0.01,-1.89,-10.38,-0.37,-15.76,-24.39,13.13,3
0.01,0.99,-0.01,-2.69,-8.36,-1.34,-15.20,-24.30,13.59,3
-0.04,1.02,-0.03,-7.08,-14.34,-19.53,-14.17,-24.29,13.33,3
0.02,1.04,-0.07,-0.55,-8.00,-2.38,-13.15,-25.09,13.62,3
-0.03,0.97,-0.03,7.81,-11.84,1.71,-12.32,-24.68,13.68,3
0.00,1.02,-0.03,10.99,-28.02,-3.30,-11.58,-24.95,14.32,3
-0.05,0.99,-0.01,16.05,-8.30,1.40,-11.91,-24.84,11.71,3
0.00,0.99,0.02,16.30,-8.24,2.93,-11.63,-25.93,12.13,3
-0.03,0.98,0.15,23.44,-17.76,3.17,-12.05,-25.66,8.81,3
-0.05,0.98,0.08,-19.29,-17.03,12.15,-12.11,-24.90,10.12,3
-0.03,1.01,0.16,-19.59,2.44,12.39,-12.94,-25.23,11.04,3
-0.00,0.98,0.02,-18.13,67.63,-29.91,-14.25,-25.06,11.93,3
-0.01,0.99,-0.01,-2.14,67.26,-12.76,-12.38,-25.90,10.30,3
0.05,0.95,0.00,-2.87,47.61,-1.46,-11.54,-25.95,9.97,3
0.09,1.07,-0.04,-4.09,57.98,-3.97,-12.52,-26.21,8.23,3
0.08,1.05,-0.05,9.83,68.24,-4.58,-12.27,-27.78,5.62,3
0.17,0.99,0.03,16.30,62.32,-8.91,-11.88,-27.01,4.04,3
0.16,0.95,0.08,10.19,52.37,7.57,-12.17,-26.32,-0.11,3
0.07,0.98,0.06,-0.92,46.26,18.19,-12.33,-26.27,-1.05,3
0.05,0.97,0.06,-2.08,73.73,-26.37,-13.07,-26.42,-0.50,3
0.19,1.02,0.03,5.37,39.12,3.60,-10.74,-26.98,-3.66,3
0.03,0.98,0.05,6.53,20.87,30.58,-12.62,-25.72,-5.59,3
0.02,1.01,0.05,8.48,31.80,26.37,-13.45,-24.83,-6.36,3
-0.01,0.99,0.07,-5.80,33.26,21.18,-15.47,-24.34,-8.31,3
-0.11,0.96,0.07,-3.66,34.00,7.51,-16.20,-23.65,-8.42,3
-0.08,0.94,0.08,-15.99,19.23,-1.83,-14.97,-23.72,-8.67,3
-0.14,1.00,0.00,-4.94,32.04,8.48,-14.93,-24.02,-8.36,3
-0.05,1.04,0.00,-12.02,44.74,-1.22,-14.22,-24.49,-9.62,3
-0.03,1.02,-0.04,16.78,20.08,16.78,-14.32,-23.91,-10.30,3
-0.05,0.98,0.05,15.81,26.00,12.45,-14.36,-22.35,-14.89,3
-0.13,0.94,0.09,-2.87,31.68,0.92,-14.87,-21.72,-14.51,3
-0.06,1.01,0.03,-21.12,39.49,-13.92,-12.67,-22.55,-14.42,3
-0.02,0.99,0.02,-1.34,-2.20,3.91,-11.33,-23.21,-15.37,3
-0.12,0.95,0.09,-2.81,10.50,1.95,-12.11,-22.90,-14.26,3
-0.07,1.02,0.05,-6.29,32.35,-8.97,-10.97,-23.06,-15.76,3
-0.05,0.97,0.06,-1.89,23.19,6.10,-9.48,-23.28,-16.50,3
-0.11,1.01,0.01,-4.39,11.17,12.02,-10.19,-23.03,-15.91,3
-0.12,0.95,0.06,6.77,34.12,15.14,-9.74,-22.49,-15.88,3
-0.05,1.01,0.07,-0.24,47.61,1.59,-8.47,-23.06,-18.60,3
-0.13,0.98,-0.03,8.54,18.43,20.20,-6.98,-22.06,-17.99,3
-0.09,0.96,0.07,-10.99,9.40,-3.17,-6.34,-22.56,-18.53,3
-0.15,0.97,0.07,-7.08,13.06,-2.75,-6.42,-22.47,-17.58,3
-0.15,0.97,0.05,0.06,30.82,-1.71,-5.31,-22.92,-17.98,3
-0.11,0.99,0.06,-2.01,23.62,-3.66,-2.76,-23.88,-16.80,3
-0.11,1.00,0.06,-11.35,19.53,-1.28,-1.83,-23.88,-16.92,3
-0.09,0.98,0.05,4.58,24.60,2.20,-1.35,-24.76,-17.27,3
-0.09,0.96,0.07,11.90,17.64,8.18,0.57,-24.07,-17.91,3
-0.13,0.98,0.09,11.47,22.89,14.16,0.89,-23.24,-18.93,3
-0.10,1.00,0.11,7.14,33.69,3.72,0.98,-23.30,-20.76,3
-0.08,0.97,0.10,-6.29,30.40,-9.77,2.01,-23.00,-19.70,3
-0.07,0.96,0.10,7.63,13.18,0.31,3.65,-23.11,-19.63,3
-0.07,0.98,0.11,8.42,14.40,6.84,4.25,-22.49,-17.71,3
-0.09,0.98,0.12,-10.07,3.11,-0.24,4.16,-22.89,-19.43,3
-0.09,0.98,0.10,-14.04,-3.60,0.67,4.65,-23.60,-18.51,3
-0.08,0.97,0.10,-5.25,-3.48,-5.31,4.70,-23.79,-18.48,3
-0.08,1.00,0.09,4.94,-10.07,-10.50,4.97,-23.91,-17.85,3
-0.08,0.97,0.11,-7.32,-21.73,-31.25,6.14,-23.84,-17.72,3
-0.02,1.00,0.07,-0.49,-5.74,-2.87,6.40,-23.61,-17.35,3
0.01,0.98,0.07,-5.74,0.92,-7.26,6.52,-24.18,-17.41,3
