Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Posture
0.07,0.04,0.96,-20.08,-15.14,-24.11,28.38,15.50,-36.12,1
0.03,0.03,0.98,2.69,-9.34,-26.79,28.38,16.04,-39.03,1
0.06,0.01,0.99,14.47,-2.81,-19.41,27.75,17.94,-38.29,1
0.05,0.01,1.02,-0.79,5.55,-14.40,27.06,19.89,-37.05,1
0.05,0.01,1.05,-0.37,3.48,-20.14,27.27,20.50,-36.85,1
0.05,-0.02,1.05,-7.20,-7.02,-16.60,27.86,20.57,-36.72,1
0.06,0.03,0.96,0.06,-8.48,-12.33,26.44,20.36,-37.76,1
0.07,0.01,0.98,1.40,-0.79,-6.96,25.82,21.22,-38.88,1
0.03,-0.01,1.04,3.60,-3.48,-10.25,26.00,22.06,-37.65,1
0.03,0.00,1.01,0.37,4.82,-10.01,25.78,22.97,-37.76,1
0.06,-0.00,1.03,0.67,5.07,-12.70,25.63,22.78,-37.81,1
0.06,0.02,0.97,-2.93,1.04,-13.06,26.23,23.08,-37.77,1
0.01,-0.00,1.00,-3.97,0.43,-18.80,25.76,23.71,-36.96,1
0.05,-0.01,1.01,10.44,-7.45,-12.39,25.77,25.13,-37.08,1
0.08,0.01,0.96,-11.96,7.45,-10.01,24.80,26.10,-37.16,1
0.03,0.01,0.99,0.55,-12.27,-13.37,24.22,26.50,-37.71,1
0.03,-0.01,1.02,2.87,-4.88,-5.68,23.18,27.39,-38.27,1
0.03,-0.01,1.02,-0.92,-1.46,-6.47,23.63,27.09,-38.06,1
0.01,-0.00,0.97,-7.39,8.36,-9.58,23.27,27.17,-38.37,1
0.04,0.00,1.01,-5.92,5.74,-12.57,23.30,26.56,-38.24,1
0.04,-0.00,1.00,1.46,-4.46,-8.42,23.91,27.10,-37.55,1
0.05,-0.00,1.02,-0.43,-6.29,-15.75,22.84,27.55,-38.40,1
0.05,-0.01,1.02,-0.43,7.14,-7.93,22.24,28.36,-38.62,1
0.04,0.02,0.99,-1.83,0.79,-8.97,22.66,28.16,-38.56,1
0.06,0.01,0.97,2.50,3.36,-8.06,21.94,28.60,-38.23,1
0.04,0.00,0.98,5.00,-1.83,-8.36,22.86,28.96,-37.65,1
0.06,-0.01,1.01,0.67,-0.55,-6.77,21.81,29.69,-37.77,1
0.05,0.00,0.99,0.55,-2.50,-11.54,21.79,29.72,-38.28,1
0.05,0.01,1.00,-0.37,-1.40,-17.03,20.95,30.53,-38.54,1
0.05,0.01,0.97,-2.08,2.56,-13.12,21.08,30.65,-38.43,1
0.06,0.00,0.99,2.99,-2.75,-6.47,21.20,30.65,-37.84,1
0.04,-0.02,1.00,8.91,-10.62,-8.36,20.32,31.49,-38.11,1
0.01,-0.02,1.01,2.38,0.24,-10.31,19.25,32.48,-38.35,1
0.04,-0.00,1.00,0.00,0.43,-12.45,19.19,32.51,-39.18,1
0.05,-0.02,0.98,-5.92,3.42,-2.08,19.10,33.20,-37.60,1
0.04,0.01,1.00,-0.43,-0.79,-2.93,19.03,32.67,-37.68,1
0.04,-0.01,1.02,-5.68,1.46,-4.64,18.99,31.88,-38.05,1
0.04,0.02,1.00,-0.49,-1.34,-11.29,19.48,32.46,-37.77,1
0.07,0.03,0.93,-10.38,10.62,-15.69,18.99,32.68,-38.46,1
0.02,0.02,1.00,0.18,-2.32,4.52,18.93,32.25,-38.71,1
0.07,0.01,1.04,-8.48,5.43,25.02,19.46,32.35,-38.53,1
0.07,0.05,0.97,-1.46,5.49,22.52,20.06,31.01,-36.54,1
0.04,0.05,0.99,2.44,-6.90,40.53,21.04,29.00,-37.98,1
0.04,0.03,1.02,5.74,-8.61,23.99,21.37,28.64,-37.89,1
0.04,0.01,1.00,17.33,-8.06,26.73,21.19,28.48,-39.09,1
0.02,0.00,0.99,0.98,4.33,17.15,20.78,28.22,-38.68,1
0.03,-0.00,1.01,2.08,3.85,12.45,21.89,28.14,-36.73,1
0.04,-0.01,1.00,-1.22,0.31,16.48,22.92,27.81,-37.89,1
0.05,-0.00,1.01,-6.77,11.35,20.94,22.99,26.76,-37.39,1
0.12,0.02,0.97,-3.97,10.19,41.38,25.65,24.66,-37.55,1
0.08,0.00,0.98,8.91,-8.00,28.81,26.77,22.84,-36.68,1
0.04,-0.00,0.99,6.84,-9.16,23.07,26.60,21.85,-36.93,1
0.06,-0.00,1.00,-0.73,6.53,16.60,26.66,21.50,-38.00,1
0.07,0.00,0.99,-0.18,-4.64,16.54,27.38,20.59,-38.40,1
0.06,-0.00,1.01,12.70,1.34,11.17,26.67,19.63,-38.01,1
0.10,-0.00,0.96,-2.44,-0.12,8.30,27.48,18.93,-37.95,1
0.10,-0.01,0.95,-8.12,-1.28,9.22,27.43,19.17,-36.51,1
0.06,0.00,1.00,-6.41,-4.76,11.78,26.43,18.01,-38.18,1
0.06,0.03,0.98,-1.40,-1.22,14.83,26.92,16.54,-38.24,1
0.06,0.04,1.00,-4.70,5.25,6.41,26.76,15.82,-37.96,1
0.07,0.05,0.99,-3.85,0.43,4.76,26.92,15.67,-37.89,1
0.08,0.07,0.98,-4.94,3.48,6.65,27.15,14.65,-38.26,1
0.07,0.07,0.99,-2.99,-1.77,11.72,27.33,14.04,-37.39,1
0.06,0.06,1.00,-0.31,1.34,7.63,27.49,13.62,-37.43,1
0.08,0.07,0.99,-1.71,0.43,7.20,27.70,13.44,-38.49,1
0.08,0.07,0.98,0.79,-0.37,18.31,27.36,13.17,-38.66,1
0.08,0.07,0.99,0.06,-1.34,11.35,27.14,12.07,-39.01,1
0.06,0.07,0.99,-1.16,-3.42,4.88,26.65,11.01,-38.27,1
0.07,0.05,0.98,1.04,0.49,0.31,26.75,11.52,-38.34,1
0.05,0.07,1.00,-0.06,-6.41,-3.48,27.14,11.16,-37.39,1
0.06,0.05,0.99,4.27,-1.04,-5.19,26.45,11.67,-38.22,1
0.06,0.04,0.99,5.13,-3.97,-13.06,26.55,12.12,-38.61,1
0.07,0.03,0.99,7.57,-0.61,-10.38,26.64,13.59,-37.96,1
0.04,0.03,1.00,-0.85,-1.16,-16.05,26.45,14.87,-37.90,1
0.05,0.04,0.99,-4.33,3.48,-9.70,26.65,14.81,-37.72,1
0.06,0.03,0.99,-5.07,3.97,-10.01,26.83,14.93,-39.14,1
0.06,0.03,0.99,1.53,0.61,-12.57,27.04,15.19,-37.37,1
0.06,0.03,1.00,1.59,-1.40,-10.86,27.36,15.49,-38.26,1
0.07,0.04,1.00,-2.93,-0.12,-8.18,27.42,15.58,-38.38,1
0.07,0.03,1.00,2.14,2.87,-8.91,27.82,16.66,-37.82,1
0.07,0.03,0.99,2.26,2.08,-12.21,27.51,16.59,-37.83,1
0.07,0.04,1.00,0.00,-0.49,-12.39,27.36,17.64,-37.54,1
0.08,0.03,0.99,1.04,3.78,-13.37,27.91,18.20,-37.34,1
0.10,0.02,0.98,2.99,4.09,-15.81,27.60,18.46,-36.72,1
0.10,0.01,1.00,-0.43,0.37,-13.85,28.34,20.03,-36.35,1
0.08,0.03,1.00,-0.85,-0.98,-14.16,28.28,21.09,-37.89,1
0.09,0.03,1.00,3.05,1.83,-11.66,27.42,21.17,-37.34,1
0.09,0.01,1.00,2.44,2.56,-8.97,27.27,21.64,-37.00,1
0.10,0.00,1.00,2.38,0.85,-8.67,27.61,22.49,-37.41,1
0.10,0.01,1.01,1.59,-2.20,-11.72,27.26,22.41,-37.46,1
0.08,0.00,1.01,-2.32,-5.07,-11.78,27.54,23.51,-36.33,1
0.06,0.03,1.01,-6.84,-1.28,-21.36,27.06,23.65,-37.45,1
0.08,0.01,0.98,-6.35,1.59,-9.03,26.68,24.49,-36.72,1
0.10,0.01,1.00,5.31,1.77,-8.30,26.23,25.54,-37.15,1
0.07,-0.02,1.01,15.50,-1.53,-9.89,26.14,26.72,-37.56,1
0.09,-0.03,1.01,13.00,-0.85,-22.16,26.33,27.82,-36.34,1
0.11,-0.04,0.97,3.78,4.03,-11.47,25.70,29.68,-35.63,1
0.11,-0.05,0.97,-2.38,0.85,-7.20,24.88,30.37,-36.29,1
0.10,-0.06,0.99,-5.31,2.20,-3.05,25.67,30.40,-35.47,1
0.09,-0.04,0.99,-9.03,-0.49,-5.80,25.61,30.68,-36.34,1
0.09,-0.04,1.01,-2.32,2.32,-5.92,25.50,30.14,-35.99,1
0.07,-0.04,1.00,3.23,0.55,-8.79,25.92,29.98,-36.72,1
0.10,-0.03,0.97,1.65,-0.98,-15.93,24.69,30.79,-35.55,1
0.08,-0.03,1.02,-7.93,-3.54,-12.45,24.57,30.66,-36.36,1
0.09,-0.02,1.01,2.20,1.34,-3.17,24.15,30.82,-35.82,1
0.10,-0.00,0.99,-2.62,2.87,-9.77,24.12,31.35,-36.35,1
0.10,0.01,1.00,-6.71,2.20,-10.13,23.43,31.57,-36.40,1
0.12,0.00,0.99,-5.07,3.85,-5.74,23.84,31.09,-36.10,1
0.11,0.02,0.98,6.16,-2.20,-4.09,23.97,31.81,-36.82,1
0.08,-0.00,1.00,0.18,-11.84,-5.80,23.49,32.14,-36.16,1
0.10,-0.00,0.98,-0.24,-8.42,-6.04,22.50,32.32,-36.43,1
0.08,-0.00,1.00,1.83,-8.73,-5.00,21.22,33.67,-37.28,1
0.03,-0.01,0.95,8.24,-5.62,-9.64,20.65,33.58,-37.05,1
0.03,-0.06,1.04,10.80,-11.23,-13.98,19.17,35.51,-37.06,1
0.02,-0.07,0.98,2.44,-9.46,-12.33,18.96,36.00,-36.38,1
0.01,-0.05,0.97,-7.02,-1.77,-11.60,17.71,37.04,-37.82,1
0.01,-0.03,1.00,-3.11,2.44,-4.76,17.30,36.79,-37.62,1
0.00,-0.04,1.00,-4.27,-1.04,-16.72,16.78,36.54,-38.43,1
0.02,-0.02,0.99,-1.59,-2.38,-11.41,16.35,36.66,-37.04,1
0.00,-0.03,1.02,5.68,6.35,-1.77,15.93,36.72,-38.68,1
0.01,-0.03,0.98,9.83,-2.08,-9.64,15.95,37.67,-37.96,1
0.02,-0.04,0.98,-9.22,2.69,-3.97,15.56,38.09,-37.12,1
0.06,-0.04,0.96,4.70,1.22,-13.06,15.48,38.23,-36.66,1
0.01,-0.05,0.99,3.23,-5.86,-38.39,14.77,38.99,-36.32,1
-0.00,-0.01,1.04,-3.85,11.11,-13.49,13.26,39.67,-36.99,1
0.02,-0.05,0.99,-15.38,-6.90,-11.90,12.44,39.21,-37.81,1
-0.00,0.01,0.92,-11.47,-1.46,-15.63,12.62,38.55,-36.69,1
-0.00,0.05,1.01,1.22,-14.53,-28.75,11.41,38.79,-38.29,1
-0.05,-0.10,0.93,2.32,-3.78,-24.29,9.22,39.55,-38.70,1
-0.03,0.02,0.99,-9.34,2.32,-24.11,7.76,39.38,-38.77,1
-0.05,0.15,1.00,1.46,-3.11,-10.68,6.97,39.48,-38.83,1
-0.05,0.01,1.01,-8.18,-2.01,-20.63,6.86,39.11,-38.42,1
-0.03,0.01,0.95,-3.36,2.81,-4.52,6.48,38.32,-38.87,1
-0.03,0.03,1.02,0.79,2.69,-12.08,5.97,39.07,-39.29,1
-0.01,0.05,1.00,-2.81,-0.98,-18.86,5.85,39.10,-39.22,1
-0.03,0.03,0.97,2.75,-1.95,-10.31,4.69,39.43,-40.54,1
-0.05,-0.00,0.97,-1.16,-5.80,-7.39,3.81,39.75,-38.71,1
0.03,0.07,0.94,-11.96,13.00,-15.01,3.60,38.64,-39.25,1
-0.03,0.04,1.02,-1.77,19.04,-3.97,4.96,38.82,-40.09,1
0.03,0.02,1.00,12.82,5.68,9.95,6.40,39.01,-38.34,1
0.02,0.03,0.98,-5.25,-2.99,-2.75,6.43,39.39,-39.47,1
-0.02,-0.01,1.01,-3.30,-2.20,-4.70,4.85,39.31,-38.50,1
0.03,0.10,0.99,-16.91,-3.17,-24.60,4.90,38.51,-38.40,1
-0.03,0.03,1.01,4.58,-12.57,-34.61,3.67,38.64,-38.62,1
0.01,0.09,0.99,0.49,-10.31,-29.97,1.68,39.26,-40.14,1
-0.02,0.09,1.01,5.07,-1.95,-12.27,0.90,39.31,-40.05,1
0.02,0.02,1.00,-1.65,-1.16,-18.01,0.26,38.72,-39.53,1
0.03,0.02,0.99,-3.23,17.09,-33.63,-0.32,37.79,-38.48,1
0.02,0.15,0.98,5.80,10.07,-37.90,-0.40,37.89,-39.61,1
0.03,0.03,1.00,16.17,-21.73,-32.47,-1.04,37.90,-39.66,1
0.01,0.04,0.97,13.24,-4.70,-14.28,-3.74,39.67,-38.59,1
0.02,-0.00,0.99,14.16,2.81,-14.71,-4.83,40.97,-38.31,1
-0.00,-0.03,0.99,-7.63,-8.30,-27.83,-5.96,41.43,-37.50,1
-0.04,-0.10,0.98,4.46,-10.62,-43.52,-7.50,40.84,-37.90,1
-0.01,0.04,0.97,14.89,-13.31,-41.02,-10.28,41.09,-37.73,1
-0.06,0.05,1.01,9.83,-10.01,-21.42,-12.33,41.38,-37.52,1
-0.07,0.05,1.04,8.12,-3.30,-15.14,-14.01,41.87,-36.38,1
-0.08,0.01,1.05,-8.91,1.53,-16.30,-14.36,41.82,-36.51,1
-0.04,0.00,1.01,7.08,-0.49,-19.96,-14.22,40.25,-36.22,1
-0.02,-0.02,1.04,-3.42,1.40,-18.37,-15.31,40.66,-37.44,1
-0.01,-0.03,1.00,-10.62,16.11,-13.00,-15.31,39.66,-36.89,1
-0.02,-0.02,0.97,2.62,6.41,-13.31,-15.38,37.74,-37.05,1
-0.00,-0.09,0.97,9.28,-1.04,-21.79,-15.77,38.48,-36.01,1
-0.04,-0.02,0.96,-5.13,-3.60,-9.22,-16.59,38.04,-36.57,1
0.01,-0.01,0.97,20.57,30.15,-11.90,-16.10,38.18,-35.66,1
0.01,-0.05,1.00,5.00,34.30,-5.00,-15.11,38.85,-37.94,1
0.09,-0.05,0.98,-5.37,3.66,-8.54,-13.04,39.03,-36.83,1
0.07,-0.04,0.99,-7.81,-22.89,-11.47,-13.66,38.12,-37.50,1
0.03,-0.05,1.03,-8.79,-12.33,-18.49,-15.37,36.96,-39.33,1
0.01,-0.02,1.00,-7.75,-16.30,-11.60,-15.75,36.29,-37.35,1
-0.00,0.02,0.99,-2.50,-2.99,-11.96,-17.50,34.57,-36.58,1
-0.00,-0.01,1.00,-0.79,-1.04,-11.23,-17.94,34.07,-37.99,1
0.01,-0.00,0.98,-3.48,-3.30,-9.83,-17.68,33.46,-37.88,1
0.04,0.01,1.00,14.34,4.03,1.59,-17.81,33.51,-37.22,1
-0.02,-0.05,1.06,3.91,8.67,-26.43,-18.51,34.66,-37.88,1
0.04,-0.06,1.00,3.36,-9.46,-15.08,-19.65,34.19,-37.92,1
-0.10,-0.03,0.87,-13.98,17.33,-17.46,-19.41,33.86,-38.04,1
0.02,-0.03,0.98,-13.37,-2.14,-16.60,-20.03,32.71,-38.05,1
0.01,-0.00,1.02,-8.91,1.22,-13.43,-19.51,31.73,-37.18,1
0.04,0.02,0.97,-6.41,3.54,-8.06,-20.32,30.09,-38.17,1
0.07,0.01,1.02,-8.06,5.80,-6.77,-19.36,29.04,-38.23,1
-0.04,0.02,1.01,13.31,0.55,-12.02,-19.19,27.87,-38.87,1
0.00,0.06,1.00,-8.79,-13.24,-16.54,-19.93,27.80,-38.49,1
0.03,0.08,0.98,-3.91,-7.39,-6.65,-20.59,26.43,-39.23,1
0.02,0.03,0.98,9.09,-2.01,-5.25,-20.48,27.28,-38.29,1
0.03,0.01,1.01,-2.26,-0.49,-21.85,-22.03,27.08,-38.75,1
0.01,0.03,1.00,13.06,-8.91,-43.03,-22.20,26.18,-37.24,1
0.01,0.00,0.99,-1.77,2.20,-24.78,-23.25,24.89,-37.60,1
-0.02,-0.00,1.02,-5.92,2.93,-22.03,-22.66,22.80,-38.23,1
0.02,0.02,0.97,-6.16,11.41,-14.83,-22.64,22.66,-37.71,1
0.05,0.05,1.01,-13.37,15.75,-11.66,-22.35,21.11,-39.54,1
0.05,0.06,1.01,-2.87,-3.17,-11.29,-21.45,20.26,-38.68,1
0.03,0.05,1.00,0.61,-9.09,-15.75,-22.79,19.69,-36.71,1
-0.00,0.04,0.98,4.76,-9.77,-15.32,-22.64,19.46,-39.04,1
-0.01,0.04,1.00,-1.83,-4.33,-16.36,-22.77,18.82,-38.31,1
0.03,0.04,1.01,-0.12,-3.36,-8.24,-23.47,18.07,-38.39,1
-0.01,0.04,1.00,5.62,-7.87,-10.50,-23.80,17.38,-36.19,1
-0.01,0.03,0.97,3.23,2.50,-24.29,-23.74,17.69,-37.68,1
-0.00,0.03,1.00,1.53,5.74,-16.97,-23.54,16.36,-37.76,1
0.03,0.05,1.01,-3.85,3.78,-8.54,-22.97,15.43,-37.60,1
0.04,0.04,1.00,3.54,1.53,-13.67,-22.40,14.76,-38.81,1
0.01,0.03,1.00,-1.46,-5.07,-18.25,-22.75,14.90,-38.28,1
0.01,0.04,1.03,-8.79,-7.26,-17.82,-23.16,13.89,-38.77,1
0.01,0.04,1.01,1.22,-6.29,-15.14,-23.91,13.10,-36.74,1
-0.01,0.04,1.00,-1.65,-5.19,-23.19,-24.45,12.37,-36.96,1
-0.04,0.03,0.99,-5.92,-4.27,-21.61,-24.04,11.34,-37.15,1
-0.02,0.07,0.99,-2.62,4.70,-18.80,-23.61,9.73,-36.65,1
0.00,0.06,1.01,1.04,1.28,-17.21,-22.55,9.03,-38.04,1
-0.01,0.05,1.02,5.37,7.14,-16.17,-22.83,8.17,-38.11,1
-0.03,0.05,0.99,-1.59,-5.74,-14.95,-21.68,7.60,-37.01,1
-0.04,0.05,0.97,-0.43,-10.80,-17.58,-22.46,6.84,-37.23,1
-0.02,0.05,1.03,-4.39,6.96,-15.08,-21.97,6.67,-38.44,1
-0.04,0.09,1.00,-3.54,3.54,-26.86,-21.22,6.12,-37.37,1
-0.01,0.07,0.97,0.18,-14.16,-17.82,-20.57,4.17,-37.67,1
-0.02,0.06,1.01,0.12,-3.17,-41.44,-19.78,3.36,-38.51,1
0.05,0.06,0.97,-2.93,-12.76,-23.19,-19.84,2.69,-37.95,1
-0.07,0.06,1.02,12.33,10.07,-14.28,-19.31,2.26,-37.62,1
-0.01,0.06,1.02,-4.94,11.66,-22.16,-17.36,1.72,-37.44,1
0.06,0.07,0.98,-6.96,13.55,-23.68,-15.83,1.07,-37.15,1
0.07,0.05,0.99,-1.10,-10.38,-6.04,-15.59,0.46,-38.07,1
0.01,0.05,0.99,3.72,-11.11,-6.23,-15.49,-0.06,-37.85,1
0.04,0.06,1.01,-4.76,-2.81,-6.16,-16.70,-0.11,-37.32,1
0.02,0.07,1.01,-1.16,-6.04,-9.46,-16.83,-0.88,-37.15,1
-0.00,0.06,0.99,5.98,-8.91,-8.67,-17.29,-0.89,-36.30,1
-0.01,0.05,1.02,2.87,5.25,-15.26,-17.36,-0.94,-37.00,1
0.02,0.03,0.99,12.45,14.95,-8.24,-16.75,-0.87,-37.46,1
0.04,-0.00,0.97,2.44,2.99,-11.05,-15.17,-0.22,-38.53,1
0.03,0.03,1.00,-3.48,-1.95,-4.70,-15.08,-1.06,-37.16,1
0.04,0.03,1.00,2.75,-7.14,0.06,-14.71,-1.39,-38.40,1
0.01,0.03,0.99,5.86,-2.14,4.09,-15.56,-1.15,-37.48,1
-0.01,0.00,0.98,-6.04,-0.92,19.59,-16.08,0.32,-37.60,1
-0.00,0.07,1.01,-6.47,7.02,29.72,-16.91,0.85,-38.73,1
-0.00,0.03,1.02,5.13,-2.38,21.67,-17.33,1.42,-38.27,1
-0.00,0.02,0.99,-2.62,-5.80,6.53,-17.70,2.04,-38.49,1
-0.00,0.01,1.01,-5.00,-1.53,0.85,-18.26,1.37,-38.12,1
-0.02,0.05,1.00,-0.43,-1.34,13.43,-18.86,2.05,-38.20,1
0.04,0.03,0.97,-0.24,-5.92,22.40,-19.41,2.34,-37.65,1
-0.04,0.03,1.00,-7.39,-4.15,7.87,-19.69,3.47,-36.83,1
-0.05,0.06,1.00,-3.30,-8.24,2.87,-20.81,2.62,-36.72,1
-0.05,0.05,0.99,1.65,1.04,11.29,-21.69,2.83,-37.28,1
-0.06,0.04,1.00,1.59,1.46,16.05,-21.22,3.91,-36.55,1
-0.03,0.03,0.99,0.31,-1.16,17.15,-22.28,4.33,-38.01,1
-0.08,0.02,0.96,6.96,-1.83,18.37,-22.42,5.49,-36.24,1
-0.05,0.04,0.98,0.06,5.55,13.98,-23.01,6.76,-36.39,1
0.00,0.03,1.00,4.09,9.46,18.49,-22.72,6.99,-36.47,1
-0.02,-0.00,0.99,12.88,5.55,24.72,-22.47,7.70,-37.49,1
-0.01,-0.00,1.01,11.54,3.66,22.95,-21.96,10.18,-38.29,1
-0.03,-0.02,1.00,4.21,0.37,31.49,-22.69,12.51,-36.89,1
-0.01,-0.04,1.00,8.18,-1.59,23.93,-22.92,13.93,-37.56,1
-0.05,-0.04,0.99,-4.94,-2.56,9.40,-23.54,14.37,-38.38,1
-0.04,-0.03,1.00,-3.97,3.17,7.93,-23.49,14.73,-37.77,1
-0.00,-0.03,0.98,-5.31,8.73,11.90,-22.61,14.89,-38.15,1
0.03,-0.01,1.02,-5.43,5.68,20.75,-21.83,14.56,-36.71,1
-0.02,-0.02,0.99,15.14,15.50,38.09,-22.16,15.25,-39.17,1
0.07,-0.02,0.99,2.14,2.08,12.63,-21.13,17.29,-39.09,1
0.07,-0.04,1.00,13.12,-7.02,7.26,-20.50,18.04,-38.09,1
0.03,-0.07,1.00,8.42,-10.38,15.26,-21.73,20.35,-38.53,1
0.03,-0.08,1.01,-0.73,-0.12,20.26,-21.47,21.64,-38.94,1
0.06,-0.06,0.99,-9.16,4.27,18.37,-21.12,22.16,-38.54,1
0.07,-0.06,1.01,0.43,-6.41,19.10,-21.03,21.89,-38.33,1
0.03,-0.06,0.99,6.59,-5.43,8.00,-21.23,22.71,-38.84,1
0.03,-0.07,0.98,4.33,-3.60,8.00,-21.51,23.66,-38.67,1
0.01,-0.07,1.00,-4.09,-2.99,5.55,-22.38,24.05,-38.43,1
0.05,-0.05,1.00,-7.81,2.20,7.51,-22.50,23.68,-37.84,1
0.05,-0.07,1.00,-2.38,0.31,7.32,-21.59,23.77,-38.90,1
0.03,-0.04,0.99,2.01,-8.73,11.96,-21.84,24.23,-37.68,1
0.01,-0.05,1.00,-1.28,-3.91,14.22,-22.29,24.58,-37.52,1
0.04,-0.05,1.00,-0.61,-2.26,16.36,-22.53,25.45,-38.05,1
-0.01,-0.04,0.99,-3.97,-2.50,13.85,-22.55,26.05,-38.53,1
0.03,-0.04,0.99,3.91,3.36,14.22,-21.94,26.42,-38.22,1
0.04,-0.05,0.99,-0.79,3.05,12.82,-21.23,27.33,-38.65,1
0.05,-0.04,1.00,3.30,1.10,15.81,-21.17,27.58,-38.71,1
-0.00,-0.06,1.01,3.23,-0.37,20.45,-20.53,28.65,-37.99,1
0.05,-0.04,0.98,-1.16,-0.73,14.40,-19.95,29.76,-37.67,1
0.03,-0.08,1.00,0.24,-8.42,15.75,-20.24,30.49,-37.43,1
0.01,-0.08,1.00,4.88,-4.03,11.84,-19.58,30.98,-37.46,1
0.03,-0.05,0.97,-1.77,-2.08,12.39,-20.20,31.98,-37.08,1
0.01,-0.05,1.00,-2.08,0.12,7.75,-20.23,31.14,-37.39,1
0.01,-0.06,0.99,-2.14,-2.50,7.87,-19.34,31.23,-37.84,1
-0.00,-0.04,0.96,6.47,1.28,6.41,-19.35,31.69,-37.28,1
0.03,-0.06,1.00,2.20,-1.83,-0.73,-19.34,32.31,-37.67,1
-0.00,-0.09,1.00,0.24,18.62,-16.17,-19.52,31.77,-37.05,1
0.05,-0.04,0.98,-5.13,5.98,-17.82,-18.60,31.38,-38.10,1
0.09,-0.07,1.02,-7.63,-1.83,-31.68,-18.54,30.76,-38.57,1
0.04,-0.06,0.98,-8.48,-8.12,-33.14,-19.24,29.27,-38.95,1
0.04,-0.05,1.01,-5.07,-5.98,-35.58,-20.45,27.33,-37.19,1
0.03,-0.04,1.00,-10.56,-1.22,-29.91,-21.48,24.35,-37.67,1
0.03,-0.01,1.00,-4.15,1.40,-23.13,-21.48,23.40,-39.01,1
0.00,-0.01,0.99,0.00,-7.26,-28.87,-21.62,22.00,-37.54,1
