Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Posture
1.02,-0.38,0.02,-317.32,232.24,-36.80,38.62,28.76,-12.37,5
1.29,-0.26,0.02,62.99,-167.24,22.40,41.64,22.74,-7.59,5
1.15,-0.61,-0.08,-366.39,342.65,44.43,41.24,9.89,-5.94,5
1.49,-0.26,0.85,20.20,-86.91,-66.47,42.43,14.22,-4.66,5
1.22,-1.08,0.46,-295.59,-382.26,-247.74,38.60,15.10,-13.90,5
0.28,-0.50,0.22,182.68,-166.14,5.43,31.96,19.65,-25.12,5
0.22,-1.16,1.87,179.14,-233.46,-137.45,7.48,40.30,-30.99,5
-0.12,-0.82,-0.07,57.37,-314.58,84.29,-0.22,44.01,-30.04,5
0.12,-0.70,0.10,-167.48,-198.97,266.60,-11.69,41.60,-28.25,5
0.17,-1.19,0.13,270.26,-238.10,224.55,-11.62,50.85,-20.04,5
-0.58,-0.91,0.78,-50.35,55.91,102.78,-5.75,56.68,-13.04,5
0.72,0.46,-0.53,2.14,10.74,400.94,4.38,57.07,-11.51,5
2.32,0.38,-0.41,-197.27,36.56,57.92,29.11,39.51,-17.96,5
-0.14,0.15,0.71,-250.92,-28.14,-479.80,28.28,39.15,-20.40,5
1.49,0.50,-0.11,383.24,42.48,215.03,28.48,44.59,-15.48,5
1.44,0.55,-0.56,76.60,-308.23,-238.40,27.33,54.21,-8.30,5
-1.19,-1.53,-0.68,143.62,-111.88,-82.03,8.17,58.92,-6.88,5
2.55,1.04,1.91,-325.26,-192.69,300.60,9.41,58.46,-5.80,5
-0.71,-0.22,0.13,221.86,-131.96,-311.77,8.15,57.39,-11.46,5
-0.47,-0.41,0.79,-200.87,-410.03,350.89,8.02,56.27,-14.75,5
0.96,1.60,1.90,42.24,-7.69,-43.09,17.13,49.27,-20.32,5
0.23,1.17,2.19,-207.82,210.39,-303.16,22.73,40.92,-25.09,5
0.21,-0.36,0.86,11.60,164.49,-359.80,13.39,45.76,-26.83,5
-1.26,-1.42,1.30,79.28,-26.37,416.02,14.40,41.19,-29.83,5
2.27,2.40,0.08,85.14,-233.15,164.12,20.10,41.25,-26.38,5
-1.34,0.31,1.07,-366.52,180.30,-544.49,22.19,34.99,-28.65,5
0.12,-0.30,0.63,-244.08,434.51,-486.08,30.31,33.41,-24.11,5
0.73,-0.82,-0.06,-158.94,208.98,-144.04,33.04,43.63,-14.22,5
0.05,-0.70,0.69,230.83,-30.88,211.06,33.36,38.72,-18.58,5
0.65,-1.33,0.96,-125.73,-22.77,-42.60,41.52,30.90,-13.29,5
0.57,-0.54,0.07,-33.75,-92.71,-16.78,40.55,26.56,-17.41,5
0.31,0.01,0.63,25.45,-19.10,-185.42,33.65,24.23,-24.96,5
-1.55,-0.74,0.62,104.80,-84.29,-654.54,29.10,36.93,-23.69,5
-0.56,-0.32,0.48,85.08,62.19,-461.85,-15.05,56.32,-12.79,5
-0.93,0.51,0.80,1.16,193.30,516.97,-28.16,43.16,-13.13,5
1.81,-0.59,1.02,-186.83,33.75,982.97,30.08,34.59,-25.20,5
-0.34,0.38,-0.17,41.20,29.30,580.38,29.47,3.16,-28.08,5
0.10,-0.01,0.89,375.24,1.95,186.95,6.19,-5.44,-31.12,5
0.96,-0.32,0.75,237.49,153.14,333.25,-0.49,26.04,-38.75,5
1.48,-0.12,-0.06,223.27,118.16,362.12,19.64,41.06,-28.93,5
0.71,0.44,-0.92,-540.22,277.22,105.77,40.08,14.26,-20.29,5
1.96,0.26,-0.45,-378.91,671.20,-739.69,49.99,4.33,-0.59,5
-1.03,-1.41,-0.78,-636.66,22.58,117.98,14.17,65.52,8.81,5
-0.86,-0.96,0.37,-304.99,185.00,-428.10,24.35,52.01,-20.15,5
1.13,0.43,0.33,-379.39,212.89,-123.11,21.68,35.36,-32.31,5
0.79,-0.02,0.97,232.18,616.58,619.87,30.49,30.79,-28.83,5
-0.50,0.54,0.66,26.86,-197.75,337.89,37.39,-10.60,-2.33,5
0.10,0.12,1.53,132.45,-118.29,-225.40,23.67,-3.67,-24.39,5
-0.20,0.19,1.46,113.95,-235.35,-338.26,20.89,9.70,-30.54,5
-1.02,0.26,0.91,118.65,-338.44,-140.38,9.90,15.64,-36.52,5
-0.79,0.35,0.81,-18.98,-5.00,-62.50,-11.72,21.31,-35.25,5
-0.40,0.05,0.98,-178.04,604.37,218.38,7.52,17.18,-36.73,5
0.67,0.17,0.83,-230.41,350.34,505.80,24.16,-15.70,-8.17,5
-1.33,0.04,0.36,362.98,-451.35,-191.47,9.94,-19.09,-11.38,5
-0.38,-0.07,1.32,219.42,-259.16,-208.19,-6.79,5.81,-33.48,5
-0.93,0.24,0.91,172.12,-140.14,-145.02,-14.72,15.53,-33.91,5
-1.34,0.16,-0.15,179.26,-146.97,-80.57,-26.68,21.74,-27.01,5
-0.14,0.79,1.29,-173.28,298.83,-422.36,-24.00,17.90,-27.77,5
-1.03,0.81,0.32,-14.28,37.78,10.44,-9.02,0.43,-30.24,5
0.04,1.12,-0.26,-107.67,178.47,-6.65,-8.48,-2.48,-30.09,5
-0.34,0.63,0.21,187.56,132.02,-174.68,8.36,2.54,-34.06,5
-0.02,1.47,0.41,-85.69,68.18,-137.63,15.10,8.11,-34.18,5
0.94,1.34,0.30,144.78,55.79,138.98,15.83,-4.68,-31.20,5
-0.87,-1.66,2.37,124.02,183.47,157.23,9.73,3.98,-37.99,5
0.54,-0.15,1.18,22.71,-113.40,-286.80,19.12,5.03,-35.42,5
1.08,0.66,0.52,-65.06,6.53,-270.14,20.91,5.15,-33.29,5
0.76,1.04,0.04,-28.20,-33.81,57.62,23.00,8.56,-34.39,5
0.21,0.61,0.48,-52.98,67.26,-73.55,25.49,7.59,-32.68,5
0.63,0.47,0.23,183.84,25.76,82.03,29.61,10.51,-29.57,5
0.52,0.17,0.76,126.40,6.65,-23.80,32.47,20.90,-28.64,5
0.36,1.01,1.10,-85.75,5.55,88.20,22.60,15.00,-34.85,5
0.48,0.72,1.53,996.89,687.38,-146.00,35.79,38.46,-19.36,5
-0.23,0.21,-1.85,317.75,202.33,-158.39,15.15,28.10,46.89,5
0.38,-1.11,-0.56,110.96,-249.94,-120.48,22.85,25.61,44.54,5
0.90,0.06,-0.46,217.22,-167.85,-264.47,40.23,13.61,37.45,5
-0.50,-0.10,2.09,-1106.57,98.88,-484.07,33.67,49.82,12.78,5
0.31,-0.59,2.15,-521.55,102.91,41.44,14.16,4.13,-34.03,5
0.41,0.23,0.22,339.78,272.58,-297.67,26.03,10.99,-31.77,5
0.61,-0.67,-0.49,-87.16,271.55,2.44,32.42,50.70,-7.30,5
0.90,-1.76,-0.62,-91.67,2.26,-345.03,23.13,59.13,-2.66,5
0.83,-0.65,0.27,-288.88,249.88,200.99,27.21,53.50,-11.21,5
0.79,-1.08,-0.81,-159.42,-32.90,-172.79,36.11,45.74,-8.51,5
1.31,-0.92,0.56,-310.55,136.78,-143.49,23.58,51.48,-15.30,5
1.03,-0.43,-0.17,-32.59,88.38,-31.01,29.99,40.84,-20.90,5
0.94,-0.36,-0.00,214.36,-142.27,139.40,30.21,45.76,-16.86,5
1.58,0.13,-0.07,236.76,-439.03,-110.05,25.37,46.22,-20.81,5
-1.31,-0.46,-0.83,-72.51,70.37,-198.85,-2.42,58.64,-15.70,5
1.14,-1.26,0.46,-131.10,393.55,128.97,-1.81,54.94,-21.50,5
0.84,-0.93,-2.39,174.07,738.95,-143.19,34.34,44.41,20.36,5
-0.20,-0.69,-0.14,-232.79,89.29,-73.30,22.56,48.74,28.42,5
-1.27,-0.07,1.21,-655.33,-1048.52,-94.67,9.58,57.97,-5.83,5
-0.47,-0.75,1.68,157.84,-117.13,-112.98,-24.04,45.09,-17.47,5
-0.87,-0.89,0.00,151.25,155.27,10.13,-26.57,45.74,-15.88,5
-0.18,0.07,0.60,-192.57,230.47,-160.22,-16.93,43.53,-24.84,5
-0.33,-1.58,0.40,295.10,43.64,46.02,-16.71,47.78,-21.51,5
-0.58,-0.97,0.27,-317.08,-85.14,73.00,-13.71,56.20,-13.64,5
-0.47,-0.75,0.12,-114.26,17.82,-165.34,-14.47,54.31,-14.56,5
-0.57,-0.26,0.73,-30.64,196.96,139.65,-12.72,45.74,-27.82,5
-0.18,-1.48,-0.16,555.91,191.77,61.95,0.55,52.95,-24.40,5
-0.25,-0.35,-1.07,-973.02,-411.80,-125.73,3.59,63.84,0.71,5
0.40,-1.27,0.15,22.40,61.89,231.02,-11.90,46.55,-25.35,5
1.83,-1.90,-0.56,-102.60,-32.96,-7.02,2.08,42.68,-32.23,5
-1.87,0.22,1.19,91.74,120.00,179.26,-10.71,37.68,-31.51,5
2.05,-2.13,0.47,48.22,-182.13,72.94,3.45,40.61,-31.47,5
-2.95,0.38,0.35,184.57,92.59,81.48,-9.66,45.85,-29.05,5
2.14,-1.31,1.83,-28.32,-463.87,349.49,-10.21,42.76,-30.35,5
-3.09,-0.43,-0.69,243.29,195.62,-189.21,-11.01,42.05,-30.14,5
1.69,0.48,2.50,-382.02,-163.64,616.82,-3.16,49.94,-25.29,5
-0.60,-0.69,0.32,106.57,-255.07,329.77,4.44,38.32,-34.94,5
2.05,0.35,0.66,150.15,193.79,25.82,12.15,38.54,-33.15,5
-0.15,-0.29,1.46,97.60,235.11,-150.39,12.12,43.99,-30.05,5
0.86,-0.06,0.57,-237.92,273.44,-203.25,21.37,42.71,-25.83,5
0.85,-0.19,0.17,-26.55,83.80,-17.64,23.16,41.22,-25.20,5
0.75,-0.42,1.00,139.65,-81.73,-115.23,23.43,39.14,-28.08,5
0.57,-0.29,0.62,-131.04,60.42,46.69,20.59,41.55,-27.10,5
1.16,0.34,-0.63,-318.60,-62.68,-35.16,28.20,25.16,-29.20,5
0.73,0.19,0.52,-385.38,8.06,-70.74,27.16,5.14,-28.10,5
1.12,-0.10,0.93,-156.25,-90.94,-114.75,32.70,-4.75,-19.78,5
0.81,0.49,0.50,-110.23,-51.39,-137.82,33.44,-5.47,-18.21,5
0.53,0.24,0.54,21.97,-260.56,-383.24,34.55,4.38,-22.45,5
0.24,-0.68,0.86,36.74,-102.11,-272.34,22.55,25.15,-32.51,5
-0.34,0.08,0.54,12.02,-311.52,-129.46,6.03,34.08,-34.24,5
-0.65,-0.74,1.12,-190.61,37.41,89.66,-9.55,31.04,-33.97,5
-0.43,-0.31,0.91,-362.67,74.58,259.16,-4.41,16.82,-36.07,5
-0.24,0.54,0.91,21.48,-62.19,85.63,-6.87,-4.90,-28.23,5
-0.66,-0.22,0.77,81.05,124.76,-27.71,-8.37,-2.21,-30.10,5
-0.20,-0.64,0.95,42.72,81.05,-30.64,-1.89,2.81,-32.47,5
0.31,-0.31,0.75,-104.43,-24.29,-15.99,5.05,3.83,-34.06,5
-0.62,-0.12,0.97,76.97,21.97,-74.77,3.00,4.09,-33.68,5
-0.06,-0.76,1.19,147.58,63.42,-38.82,9.72,10.80,-36.51,5
-1.12,-0.39,0.80,-49.68,67.44,-148.32,21.78,14.59,-32.69,5
0.93,0.87,0.72,74.89,-211.24,-289.37,19.52,26.05,-34.29,5
-1.56,-0.36,0.54,-202.51,-299.87,-139.04,-3.37,35.58,-33.96,5
-0.95,0.13,0.44,-207.52,258.42,-37.84,-12.65,18.37,-33.76,5
0.02,0.14,1.04,-40.10,272.09,139.89,13.94,2.80,-31.57,5
-1.09,-0.18,1.30,-97.90,98.51,0.31,14.54,1.76,-31.32,5
2.37,2.70,-0.52,129.94,-152.28,-120.73,22.62,-6.16,-23.65,5
-1.30,-0.24,0.93,112.37,-379.52,-64.39,5.36,6.21,-34.33,5
-0.54,0.71,0.04,-88.26,137.88,-105.77,-3.76,5.31,-32.47,5
0.24,0.29,0.85,-28.26,225.46,90.33,5.49,3.86,-33.79,5
0.56,-0.79,1.29,-226.68,38.76,-166.14,20.72,-0.65,-29.05,5
0.37,1.05,0.33,-108.89,-169.62,-236.94,21.73,-8.84,-21.48,5
0.14,0.75,0.63,-117.49,-164.31,-305.85,26.87,8.81,-29.38,5
0.46,1.10,0.55,-70.50,-10.99,65.61,26.31,8.51,-28.64,5
0.60,0.99,0.20,34.18,192.50,136.35,28.33,1.95,-23.33,5
-0.34,-0.06,-0.70,355.59,-443.54,91.55,18.66,6.40,-32.59,5
-1.68,0.66,1.25,293.27,-326.78,164.79,-27.91,29.77,-22.57,5
-0.64,0.40,0.23,-319.89,522.22,-113.71,-25.57,32.24,-24.26,5
0.29,-0.07,0.85,-94.73,317.87,78.19,6.97,15.28,-34.84,5
0.19,0.71,0.38,-253.97,396.36,57.07,31.40,-1.34,-17.36,5
0.15,0.83,-0.43,-181.52,291.26,73.24,30.26,-10.07,17.57,5
0.24,0.80,0.05,113.34,-256.77,-21.85,26.88,-10.06,20.95,5
0.70,0.72,0.65,179.26,-227.78,-112.98,31.31,-10.27,-4.17,5
-0.21,0.20,0.55,302.31,-54.20,-175.17,31.52,8.90,-25.81,5
0.62,-0.16,1.23,186.04,86.98,-34.85,29.96,37.99,-22.51,5
0.37,-0.65,1.33,68.12,74.34,-53.53,36.88,40.08,-15.67,5
0.75,0.26,0.34,80.08,-44.31,58.17,38.33,42.29,-11.90,5
0.21,0.52,-0.63,907.35,69.82,50.96,40.67,41.59,-3.89,5
0.73,-0.74,-0.63,250.73,18.80,-107.30,39.37,35.41,25.89,5
0.71,0.64,0.18,73.12,-52.86,-108.15,38.51,26.33,32.20,5
0.94,-0.48,-1.20,555.48,-100.77,0.12,41.44,26.07,26.07,5
0.92,-0.69,-0.77,-38.76,-2.08,-214.36,45.79,15.58,14.66,5
0.46,-1.14,-0.44,-80.93,124.45,-12.51,43.37,28.52,17.97,5
0.15,-1.02,-0.95,-334.84,127.87,-33.94,37.13,39.93,23.14,5
-0.71,-1.63,-0.52,-391.42,396.61,-18.25,30.83,48.62,23.00,5
1.07,1.42,0.32,489.44,-312.44,336.79,35.45,50.11,19.34,5
-0.88,-2.71,0.81,-604.86,200.50,-451.84,27.36,56.98,16.88,5
-0.53,-1.35,0.43,542.91,-73.12,657.41,34.28,51.00,15.04,5
0.12,1.30,1.60,736.45,-302.55,251.77,47.00,10.45,14.98,5
2.39,-3.34,0.54,384.52,-48.77,-212.16,36.60,16.54,-18.73,5
1.52,-0.45,-1.34,-283.45,248.35,-12.02,43.96,22.03,-4.14,5
0.34,-0.62,-0.05,-180.91,179.38,28.99,45.37,14.55,3.58,5
1.08,-0.49,-0.94,-328.25,300.72,-91.49,47.62,17.43,13.44,5
0.71,-0.53,-0.13,-391.24,163.94,-58.29,39.72,40.66,20.65,5
0.63,-1.31,0.62,-394.71,182.31,-178.10,35.68,54.77,12.22,5
0.15,-1.11,1.37,-18.62,40.22,-107.06,30.02,59.45,-2.70,5
-0.18,0.46,1.34,-8.30,101.20,182.62,30.18,54.31,-12.15,5
0.30,-0.04,0.81,-21.67,-83.13,183.04,42.74,43.15,-10.89,5
0.72,-0.11,0.80,-81.30,205.38,80.14,44.96,27.73,-10.31,5
0.67,0.43,0.45,-59.88,183.04,8.36,48.66,19.52,-0.79,5
2.76,1.41,-0.58,121.64,338.20,-129.58,44.69,22.29,25.55,5
0.49,-0.43,-0.85,767.27,276.06,-171.69,42.83,19.89,31.62,5
0.97,-0.49,-0.08,585.21,177.86,-147.71,38.37,-14.17,21.08,5
0.59,0.04,0.24,251.59,144.35,-15.32,39.12,-14.48,0.33,5
0.61,0.21,-1.17,74.04,233.22,69.03,37.51,-16.03,13.62,5
-0.48,0.60,-0.13,42.36,-165.83,176.45,33.95,-17.82,12.18,5
0.92,0.66,-0.47,-6.84,15.32,216.74,21.53,-25.93,8.15,5
-2.21,1.14,0.42,421.51,377.01,365.42,-10.56,-23.60,-3.74,5
-0.86,0.74,0.02,167.11,29.36,165.83,-18.74,0.84,-28.54,5
-2.08,0.01,0.88,-443.91,49.01,141.54,-19.85,5.05,-29.21,5
-0.59,-0.04,-0.37,-545.17,-279.79,112.61,-20.45,-18.08,-7.08,5
-0.45,-0.69,-0.63,-465.58,-183.04,116.82,-19.34,0.70,37.98,5
-0.77,-1.13,-0.28,-203.37,-13.06,-19.41,-17.08,23.50,43.18,5
-0.31,-0.88,0.32,-306.15,145.94,55.85,-17.85,36.12,38.15,5
-0.48,-0.69,0.41,-241.27,294.74,-101.14,-19.01,56.98,9.14,5
-0.51,-0.82,0.34,-90.82,479.61,-179.81,-18.71,46.78,-16.86,5
0.66,-0.20,1.06,71.96,154.17,17.15,-1.59,41.99,-30.20,5
1.16,0.34,0.70,145.87,-183.41,-66.04,0.21,45.73,-27.59,5
-0.04,-0.63,0.59,24.23,-140.38,-69.34,-12.27,52.71,-18.76,5
-0.40,-0.64,1.02,21.18,35.28,44.13,-22.05,50.34,-12.67,5
0.35,-0.50,0.66,-61.16,295.90,148.01,-6.24,55.57,-18.99,5
0.53,-0.93,0.11,-35.77,202.64,-78.55,2.39,55.55,-20.76,5
0.74,-1.30,0.35,173.28,169.92,182.92,14.14,55.19,-19.98,5
1.58,1.29,1.10,78.74,178.10,114.62,30.59,53.32,-6.95,5
0.38,-1.75,-1.66,38.76,37.84,-119.45,34.19,52.61,8.18,5
0.51,1.45,-0.07,-323.55,-106.26,330.02,33.81,52.36,-7.47,5
0.81,-1.76,-0.37,90.03,107.54,-224.30,40.44,35.91,-12.88,5
0.83,0.16,-0.32,204.77,-34.18,-61.71,38.62,46.41,-5.80,5
0.57,-1.23,-0.07,590.27,-134.64,-159.48,26.99,55.10,16.33,5
3.02,0.25,-0.16,137.02,-291.14,-268.98,27.27,47.68,29.43,5
0.98,-0.81,-0.42,-224.06,101.38,174.07,22.01,49.83,31.01,5
0.84,-0.20,0.09,-270.14,-35.34,803.65,46.29,32.71,5.35,5
0.64,1.50,0.93,255.19,270.94,-315.43,47.99,10.39,5.69,5
0.52,0.79,-0.18,-92.04,-53.28,94.67,48.08,8.89,7.76,5
1.09,0.23,0.22,169.37,165.59,-11.35,48.60,12.50,4.71,5
0.78,0.74,0.13,-16.78,-59.45,-26.06,48.19,14.75,14.71,5
1.04,0.28,0.18,20.45,26.61,-74.10,47.33,20.76,10.02,5
1.07,0.38,0.23,-39.06,-4.52,-50.23,46.14,24.98,11.69,5
0.93,-0.03,-0.01,-211.18,-121.89,-243.65,44.48,30.83,9.52,5
1.57,-0.75,-0.28,-310.79,-106.14,-174.19,33.91,44.08,-11.27,5
0.45,0.11,0.68,-178.53,-20.69,-106.32,17.81,38.68,-28.69,5
1.51,0.43,0.46,54.50,224.49,83.98,31.29,31.56,-23.86,5
0.90,-0.34,0.27,384.40,-66.47,-24.41,35.11,35.30,-19.04,5
0.46,-0.85,-0.12,122.38,-107.97,-60.79,24.04,53.92,-7.50,5
0.76,-0.05,0.34,-237.67,-23.01,115.05,25.88,50.48,-14.06,5
1.47,0.86,2.79,-384.16,286.19,-344.97,37.50,20.67,-20.43,5
0.16,-1.46,0.16,10.74,-347.96,-461.24,27.75,44.24,-20.97,5
-0.46,-0.69,1.00,116.09,-391.24,460.94,-8.11,54.65,-19.95,5
1.21,0.03,0.73,-32.71,125.49,133.30,7.69,54.59,-20.81,5
0.50,-0.53,0.76,-0.31,-159.12,123.17,14.45,50.54,-23.12,5
0.47,-0.20,1.08,-5.19,26.67,245.79,14.56,49.90,-22.63,5
1.21,-0.37,0.55,286.50,91.67,-6.96,26.66,46.84,-16.97,5
0.85,-0.22,0.70,-16.97,-171.08,132.39,32.12,47.38,-7.51,5
0.80,0.06,0.98,-19.04,105.22,124.02,34.84,38.65,-14.71,5
1.04,0.36,0.37,162.23,-20.08,137.82,40.63,32.68,-8.47,5
0.50,-0.02,-0.07,384.70,-163.45,183.41,43.13,23.14,-5.13,5
-0.16,-0.97,-1.21,749.21,-149.54,-60.49,39.88,29.69,-10.12,5
0.99,-0.62,0.09,-66.47,-319.70,-45.90,34.13,39.62,-14.83,5
-0.13,-0.99,0.49,117.80,48.03,-4.82,27.50,41.69,-20.52,5
0.09,-0.94,0.43,70.56,-28.63,29.36,28.36,46.62,-14.58,5
0.32,-0.90,0.48,-17.46,-172.49,163.45,30.74,44.15,-13.18,5
0.04,-0.53,0.69,-24.23,63.42,53.34,32.04,35.18,-21.03,5
0.64,-1.71,1.61,-81.54,119.32,85.63,36.61,32.74,-16.13,5
0.62,-0.77,0.56,40.34,-231.45,-43.33,40.49,24.55,-15.89,5
0.60,-1.41,0.47,-73.73,89.05,-118.35,30.16,30.30,-26.61,5
0.59,-0.79,0.64,13.85,-3.36,205.02,34.63,32.35,-22.20,5
0.39,-0.25,0.52,94.06,-241.88,662.60,21.64,2.14,-30.98,5
0.27,-0.19,0.81,211.30,109.80,207.09,8.14,3.44,-34.66,5
0.52,-0.72,0.60,-39.92,346.80,-94.48,24.48,15.98,-31.52,5
1.04,-0.14,0.44,-149.35,-26.92,-160.03,39.70,14.62,-17.74,5
2.38,-0.51,-0.39,-105.29,-64.58,-250.12,39.77,26.26,-15.97,5
0.14,0.10,0.42,99.30,48.28,111.27,33.59,21.35,-24.45,5
1.52,-0.79,-0.52,101.68,-193.73,439.09,35.30,15.49,-23.94,5
0.09,-1.73,1.77,158.75,-188.84,491.70,6.93,18.96,-37.55,5
0.86,0.77,1.28,-131.29,91.06,-158.69,8.72,18.62,-37.22,5
-0.50,-1.28,1.42,40.77,71.04,95.89,12.39,14.43,-37.38,5
2.58,2.54,-0.85,43.88,-80.20,-35.10,15.21,9.41,-34.01,5
-0.45,-2.78,0.95,-6.59,82.21,166.20,14.05,22.62,-36.13,5
1.16,2.61,0.68,77.94,-11.66,90.03,15.21,17.68,-35.89,5
0.25,-2.24,0.51,-68.12,81.24,75.38,17.10,23.00,-36.83,5
0.92,2.55,0.38,-103.21,1.34,34.42,20.09,16.82,-34.67,5
0.58,-0.67,1.15,-134.95,-25.51,-294.37,16.11,13.13,-36.60,5
0.73,0.44,0.06,-422.36,185.00,-610.17,24.08,5.37,-29.99,5
0.66,-0.49,0.23,-221.62,91.19,-184.02,36.39,9.95,-21.24,5
0.91,-0.67,0.08,-115.05,76.90,-193.73,42.54,20.58,-9.52,5
1.11,-0.87,-0.02,-56.64,60.24,-202.82,40.73,36.32,-4.69,5
1.08,-1.09,-0.02,285.10,-380.13,526.79,39.48,20.72,-15.59,5
0.47,-0.48,0.35,255.37,61.77,241.76,31.80,14.49,-25.95,5
0.47,-0.48,0.34,627.32,-302.00,288.94,34.30,17.21,-24.82,5
0.98,-0.43,1.43,147.46,-10.01,8.42,18.07,40.52,-28.26,5
0.68,-0.15,0.86,-11.60,-98.63,47.67,14.77,39.15,-32.17,5
0.54,0.24,0.78,-14.95,-74.40,37.78,12.82,39.50,-30.62,5
0.36,-0.32,1.22,21.00,8.30,-20.08,10.17,39.43,-32.20,5
0.18,0.06,0.74,6.96,-29.05,22.40,8.51,41.06,-32.93,5
0.84,-0.11,0.79,26.61,-28.02,-10.80,4.88,43.48,-30.71,5
0.19,-0.23,0.76,-15.14,91.67,188.90,7.06,44.95,-31.02,5
0.17,0.11,1.11,19.23,115.48,152.34,17.93,41.33,-29.64,5
0.31,0.40,0.64,36.25,46.63,99.24,27.83,35.83,-27.31,5
0.76,0.05,0.72,-100.10,-70.37,51.33,29.75,28.72,-27.37,5
0.56,0.57,0.47,247.31,83.62,52.98,29.81,23.56,-28.23,5
